repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
facebook/react,03ee29da2f3a7dcd1a7a22ed9b4d13eeceb9da57,josephsavona,2026-01-21T20:49:15Z,web-flow,2026-01-21T20:49:15Z,"[eslint-plugin-react-hooks] Skip compilation for non-React files (#35589)  Add a fast heuristic to detect whether a file may contain React components or hooks before running the full compiler. This avoids the overhead of Babel AST parsing and compilation for utility files, config files, and other no"
facebook/react,cdbd55f44004cf77a61c178952e34d4514414519,eps1lon,2026-01-21T18:13:24Z,web-flow,2026-01-21T18:13:24Z,Type `react-devtools-hook-installer` and `react-devtools-hook-settings-injector` messages (#35586)
facebook/react,b546603bcb309a52343fd6a7b8751145205f8ac1,sebmarkbage,2026-01-21T13:33:35Z,web-flow,2026-01-21T13:33:35Z,[Fiber] getNearestMountedFiber should consider fibers with alternates as mounted (#35578)
facebook/react,7fccd6b5a344d9d2603392c354c4b471cd2b2cef,eps1lon,2026-01-21T09:34:26Z,web-flow,2026-01-21T09:34:26Z,[DevTools] Fix console links not being openable (#35229)
torvalds/linux,fbcdc61e7846ca0a000f88910ea53a7bbaa12a73,haryven,2026-01-21T11:49:12Z,smfrench,2026-02-09T03:24:42Z,smb/client: remove useless comment in mapping_table_ERRSRV  These array elements have already been defined.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-off-by: Steve French <stfrench@microsoft.com>
torvalds/linux,be9fc9033a0a57143583d4277fd4f3fc6ba4905e,haryven,2026-01-21T11:49:11Z,smfrench,2026-02-09T03:24:42Z,"smb/client: remove some literal NT error codes from ntstatus_to_dos_map  When an NT error code is not in ntstatus_to_dos_map, ntstatus_to_dos() will return the default ERRHRD and ERRGENERAL.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-"
torvalds/linux,199e7a1a2ed920cde204ba05cbe1a3483184b5ed,haryven,2026-01-21T11:49:10Z,smfrench,2026-02-09T03:24:42Z,smb/client: add NT_STATUS_VOLUME_NOT_UPGRADED  See MS-ERREf 2.3.1 STATUS_VOLUME_NOT_UPGRADED.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-off-by: Steve French <stfrench@microsoft.com>
torvalds/linux,0bf7e53fec6118552ab3fb43dfc76b0e65be85fe,haryven,2026-01-21T11:49:09Z,smfrench,2026-02-09T03:24:42Z,smb/client: add NT_STATUS_NO_USER_KEYS  See MS-ERREf 2.3.1 STATUS_NO_USER_KEYS.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-off-by: Steve French <stfrench@microsoft.com>
torvalds/linux,ded739a08228385f48cbbffdfc965888a608c63e,haryven,2026-01-21T11:49:08Z,smfrench,2026-02-09T03:24:42Z,smb/client: add NT_STATUS_WRONG_EFS  See MS-ERREf 2.3.1 STATUS_WRONG_EFS.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-off-by: Steve French <stfrench@microsoft.com>
torvalds/linux,3988b5675296f2e6b062fa27600ed6417cb80349,haryven,2026-01-21T11:49:07Z,smfrench,2026-02-09T03:24:41Z,smb/client: add NT_STATUS_NO_EFS  See MS-ERREf 2.3.1 STATUS_NO_EFS.  Signed-off-by: Huiwen He <hehuiwen@kylinos.cn> Signed-off-by: ChenXiaoSong <chenxiaosong@kylinos.cn> Signed-off-by: Steve French <stfrench@microsoft.com>
