repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
facebook/react,7b023d7073aa700b48674ae1985235b8c4755880,eps1lon,2026-02-02T20:17:31Z,web-flow,2026-02-02T20:17:31Z,[react-dom] Include `submitter` in `submit` events (#35590)
facebook/react,dcab44d757dee6fa8d40db56715732e891a3b729,eps1lon,2026-02-02T20:17:14Z,web-flow,2026-02-02T20:17:14Z,[react-dom] Fire onReset when automatically resetting forms (#35176)
facebook/react,b8a6bfa22c8cfc11863f2373fde44ae36695cd0b,josephsavona,2026-02-02T17:27:05Z,web-flow,2026-02-02T17:27:05Z,"[compiler] Support optional/logical/etc within try/catch (#35606)  Adds support for value terminals (optional/logical/ternary/sequence) within try/catch clauses.  Try/catch expressions insert maybe-throw terminals after each instruction, but BuildReactiveFunction's value block extraction was not exp"
facebook/react,ed4bd540ca67f1c4db65f009ad726a5ae1a0af01,eps1lon,2026-02-02T11:56:14Z,web-flow,2026-02-02T11:56:14Z,[Flight] Warn once if `eval` is disabled in dev environment (#35661)
tensorflow/tensorflow,9f2d4c1a76c323b6e3dbb821802be155863c496b,rtg0795,2026-02-02T23:59:13Z,tensorflower-gardener,2026-02-03T00:04:53Z,Add placeholder template for 2.22  PiperOrigin-RevId: 864559929
tensorflow/tensorflow,cdb5d485684a2b518cbfd913da95a12ce32aab61,mattmiec,2026-02-02T23:34:05Z,tensorflower-gardener,2026-02-02T23:47:17Z,Roll back change to Sharding constraint behavior in algebraic_simplifier.  Reverts 8db26609dd46efbf50788233daff8091c6425e4c  PiperOrigin-RevId: 864550484
tensorflow/tensorflow,e98ef4c36c2ce8a05bf8d7c695ee92b4daff33b1,tensorflower-gardener,2026-02-02T23:11:04Z,tensorflower-gardener,2026-02-02T23:35:39Z,Squash after Copybara breakage  PiperOrigin-RevId: 864541082
tensorflow/tensorflow,610bbbddd8d4c07754694736c93fcad0b8da5bbe,amd-jianli12,2026-02-02T14:47:50Z,tensorflower-gardener,2026-02-02T15:10:02Z,PR #37010: [ROCm] Changed error value for SplitK test in triton_gemm_fusion_test.cc  Imported from GitHub PR https://github.com/openxla/xla/pull/37010  📝 Summary of Changes Changed error value for SplitK test in triton_gemm_fusion_test.cc.  🎯 Justification Considering error mismatch on ROCm: ``` Top
tensorflow/tensorflow,25b146303a200e3c547fab51661ca3545e78f6e3,tensorflower-gardener,2026-02-02T14:25:06Z,tensorflower-gardener,2026-02-02T15:00:18Z,Exclude single GPU tests from multi-gpu build targets.  PiperOrigin-RevId: 864326599
tensorflow/tensorflow,dbd3f1d363c1a44915faaf4e5e76ed347bdde424,tensorflower-gardener,2026-02-02T14:24:49Z,tensorflower-gardener,2026-02-02T14:46:26Z,Add --xla_gpu_dump_autotuned_instructions flag.  PiperOrigin-RevId: 864326523
