repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
torvalds/linux,6b61a54e684006ca0d92d684a1d3c3a00f077d8f,hkasivis,2026-01-09T20:26:36Z,alexdeucher,2026-02-03T22:24:21Z,"drm/amdgpu: Fix double deletion of validate_list  If amdgpu_amdkfd_gpuvm_free_memory_of_gpu() fails after kgd_mem is removed from validate_list, the mem handle still lingers in the KFD idr. This means when process is terminated, kfd_process_free_outstanding_kfd_bos() will call amdgpu_amdkfd_gpuvm_fr"
golang/go,0152075d5aba0f198ac67fb426a0fc4c16e2b363,dsnet,2026-01-09T01:27:59Z,gopherbot,2026-01-22T15:31:33Z,"encoding/json/v2: remove issue reference in Duration formatting error  The json/v2 working group decided to commit to no default representation for time.Duration for the foreseeable future. Thus, we can remove the issue reference in the error message.  If JavaScript (TC39) formally adopts the Tempor"
golang/go,df6c351aa4bbc8805406bfef979e62f59fc76da9,FiloSottile,2026-01-09T18:01:50Z,gopherbot,2026-01-12T18:59:46Z,crypto: use testenv.Executable(t) instead of os.Args[0] in tests  Change-Id: Ib0ec1f05e51a4295a9369d6e8c6b61976a6a6964 Reviewed-on: https://go-review.googlesource.com/c/go/+/735260 LUCI-TryBot-Result: Go LUCI <golang-scoped@luci-project-accounts.iam.gserviceaccount.com> Reviewed-by: Junyang Shao <sh
golang/go,55ab5bba17a5221a51df244c8a3aeb1898cbdf1a,adonovan,2026-01-09T16:01:00Z,gopherbot,2026-01-09T17:36:17Z,path/filepath: Match: improve doc comment  Change-Id: Ic7a6e11ddeb79af67ece345405cdca6cf5199173 Reviewed-on: https://go-review.googlesource.com/c/go/+/735180 Reviewed-by: Damien Neil <dneil@google.com> Auto-Submit: Alan Donovan <adonovan@google.com> LUCI-TryBot-Result: Go LUCI <golang-scoped@luci-pr
apache/spark,acc80fd1b205792a43cc352a8e492e34bbe880da,micheal-o,2026-01-09T22:55:29Z,anishshri-db,2026-01-09T22:55:29Z,[SPARK-54984][SS] State Repartition execution and integrate with State Rewriter  ### What changes were proposed in this pull request?  Integrate Repartition runner with State rewriter that was introduced in my previous [PR](https://github.com/apache/spark/pull/53703) and enable end to end execution 
apache/spark,cc9e4112f5a68863d6998d14d2e3f4b6549485b1,ericm-db,2026-01-09T20:32:09Z,dtenedor,2026-01-09T20:32:09Z,[SPARK-54907][SS] Introduce NameStreamingSources analyzer rule for streaming source evolution  ## What changes were proposed in this pull request?  This PR introduces the `NameStreamingSources` analyzer rule and supporting infrastructure to enable streaming source evolution. This allows streaming qu
apache/spark,d2b00ae843416ba2fd9c70fe0da9e041e9e04658,zifeif2,2026-01-09T20:09:08Z,anishshri-db,2026-01-09T20:09:08Z,"[SPARK-54443][SS] Integrate PartitionKeyExtractor in Re-partition reader  ### What changes were proposed in this pull request?  Integrate the PartitionKeyExtractor introduced in [this PR](https://github.com/apache/spark/pull/53355/files) to StatePartitionAllColumnFamiliesReader. Before this change, "
apache/spark,7009fb58a98efd4049b4ffeb18d0e50f89aa2731,jerrypeng,2026-01-09T18:10:48Z,viirya,2026-01-09T18:10:48Z,[SPARK-54660][SS] Add RTM trigger to python  ### What changes were proposed in this pull request?  Add RTM trigger to pyspark so that pyspark queries can run in RTM.  Only stateless (without UDF) queries will be supported for now.  Also added support for spark connect since it fails a test if the me
apache/spark,5e18c9dbe8b62f790644ed8f99fbb4faf9ca0893,xi-db,2026-01-09T14:02:11Z,hvanhovell,2026-01-09T14:02:11Z,[SPARK-53882][CONNECT][DOCS] Add documentation comparing behavioral differences between Spark Connect and Spark Classic  ### What changes were proposed in this pull request?  Spark Connect is a decoupled client-server architecture that allows remote connectivity to Spark clusters using the DataFrame
apache/spark,8138db757764427ac59199802d92ee302b90129c,garlandz-db,2026-01-09T13:59:14Z,hvanhovell,2026-01-09T13:59:14Z,[SPARK-54887][CONNECT] Add optional sqlstate to sparkthrowables  ### What changes were proposed in this pull request? Spark connect client cannot properly read the error details when the server has a new error. This is because it relies on an internal ErrorClassReader which pulls from a local json f
apache/spark,8e63b6111efe4b63a3a97b8d10efb6c6574a6277,peter-toth,2026-01-09T12:53:31Z,peter-toth,2026-01-09T12:53:31Z,[SPARK-54972][SQL] Improve NOT IN subqueries with non-nullable columns  ### What changes were proposed in this pull request?  Run `NullPropagation` after NOT IN subquery rewrite.  ### Why are the changes needed?  NOT IN subqueries like `SELECT * FROM t1 WHERE c NOT IN (SELECT c FROM t2)` are rewritt
apache/spark,6ec751177664b6628b73d8d07d309daf832c2e41,fangchenli,2026-01-09T11:17:33Z,zhengruifeng,2026-01-09T11:17:33Z,[SPARK-54940][PYTHON] Add tests for pa.scalar type inference  ### What changes were proposed in this pull request?  Add tests for pa.scalar type inference.  ### Why are the changes needed?  We want to monitor changes in PyArrow's behavior.  ### Does this PR introduce _any_ user-facing change?  No  #
apache/spark,94662eb6339151b7fa3bb5a1b9942db059ee6a4b,sarutak,2026-01-09T09:39:33Z,sarutak,2026-01-09T09:39:33Z,"[SPARK-47086][SPARK-48022][BUILD][CORE][WEBUI] Upgrade Jetty to 12.1.5, Jersey to 3.1.11 and Servlet to 6.0  ### What changes were proposed in this pull request? This PR proposes to upgrade Jetty to 12.1.5, Jersey to 3.1.11 and Servlet to 6.0 which need to be upgraded together. Because Jetty 12 is ["
