repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
facebook/react,3926e2438fd65a0fb2c7807b5a633ba147408ab9,jackpope,2026-01-16T21:39:25Z,web-flow,2026-01-16T21:39:25Z,"Fix ViewTransition null stateNode with SuspenseList (#35520)  I was experimenting with animations in SuspenseList and hit a crash using ViewTransition as a direct child with `revealOrder=""together""`  ```     TypeError: Cannot read properties of null (reading 'autoName')        33 |     return props."
facebook/react,6baff7ac763c475087ab5ebf7eef5d0b9f4436df,unstubbable,2026-01-16T17:42:09Z,web-flow,2026-01-16T17:42:09Z,"[Flight] Allow cyclic references to be serialized when unwrapping lazy elements (#35471)  When `renderModelDestructive` unwraps a lazy element and subsequently calls `renderModelDestructive` again with the resolved model, we should preserve the parent connection so that cyclic references can be seri"
facebook/react,bef88f7c115536b534f532f8b03c55e3697486c7,eps1lon,2026-01-16T15:13:29Z,web-flow,2026-01-16T15:13:29Z,[DevTools] Stop setting unused global variables (#35532)
facebook/react,01c4d03d841b2695bf889ddeddc722b65f82031a,eps1lon,2026-01-16T12:20:44Z,web-flow,2026-01-16T12:20:44Z,[DevTools] Clear element inspection if host element not owned by any renderer is selected (#35504)
facebook/react,cbc4d4066333cb1a6736b93df4e0b5ff5936c849,eps1lon,2026-01-16T12:08:28Z,web-flow,2026-01-16T12:08:28Z,Typecheck React DevTools extension main script (#35519)
facebook/react,db71391c5c70dc113560d1c23d0b6548604d827f,gnoff,2026-01-16T03:05:23Z,web-flow,2026-01-16T03:05:23Z,[Fiber] Instrument the lazy initializer thenable in all cases (#35521)  When a lazy element or component is initialized a thenable is returned which was only be conditionally instrumented in dev when asyncDebugInfo was enabled. When instrumented these thenables can be used in conjunction with the Su
facebook/react,4cf906380d5d3282f1df3c8c34cf642e86a3a0a3,sebmarkbage,2026-01-16T01:51:36Z,web-flow,2026-01-16T01:51:36Z,Optimize gesture by allowing the original work in progress tree to be a suspended commit (#35510)  Stacked on #35487.  This is slightly different because the first suspended commit is on blockers that prevent us from committing which still needs to be resolved first.  If a gesture lane has to be rer
facebook/react,eac3c9553708cbf53a0c148b45e1de1ab6f84b12,sebmarkbage,2026-01-16T01:46:11Z,web-flow,2026-01-16T01:46:11Z,"Defer useDeferredValue updates in Gestures (#35511)  If an initial value is specified, then it's always used regardless as part of the gesture render.  If a gesture render causes an update, then previously that was not treated as deferred and could therefore be blocking the render. However, a gestur"
facebook/react,35a81cecf7d5be11dbf589575b1c93fdf224ba4a,sebmarkbage,2026-01-16T01:45:14Z,web-flow,2026-01-16T01:45:14Z,"Entangle Gesture revert commit with the corresponding Action commit (#35487)  Stacked on #35486.  When a Gesture commits, it leaves behind work on a Transition lane (`revertLane`). This entangles that lane with whatever lane we're using in the event that cancels the Gesture. This ensures that the re"
facebook/react,4028aaa50c92f1a546cd1aeac421bfabd66bef68,sebmarkbage,2026-01-16T01:43:52Z,web-flow,2026-01-16T01:43:52Z,"Commit the Gesture lane if a gesture ends closer to the target state (#35486)  Stacked on #35485.  Before this PR, the `startGestureTransition` API would itself never commit its state. After the gesture releases it stops the animation in the next commit which just leaves the DOM tree in the original"
