repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
facebook/react,cd0c4879a2959db91f9bd51a09dafefedd95fb17,josephsavona,2026-02-03T23:04:34Z,web-flow,2026-02-03T23:04:34Z,"[compiler] Fix `for` loops in try/catch (#35686)  This is a combination of a) a subagent for investigating compiler errors and b) testing that agent by fixing bugs with for loops within try/catch. My recent diffs to support maybe-throw within value blocks was incomplete and handled many cases, like "
facebook/react,6853d7ab2f73989f31fb5a8ed652bd58225ead26,eps1lon,2026-02-03T16:53:45Z,web-flow,2026-02-03T16:53:45Z,[Perf Tracks] Prevent crash when accessing `$$typeof` (#35679)
facebook/react,e32c1261219a9d665f392a4799b8a24ea326f1a1,eps1lon,2026-02-03T16:52:57Z,web-flow,2026-02-03T16:52:57Z,[flags] Turn on `enableAsyncDebugInfo` everywhere (#35683)
facebook/react,3e00319b352092949ba146e70829310fe6362062,rickhanlonii,2026-02-03T15:22:57Z,web-flow,2026-02-03T15:22:57Z,"[Flight] allow context providers from client modules (#35675)  Allows Server Components to import Context from a `""use client'` module and render its Provider.  Only tricky part was that I needed to add `REACT_CONTEXT_TYPE` handling in mountLazyComponent so lazy-resolved Context types can be rendere"
facebook/react,3419420e8b8415c80ead82e4d95f0a039380aee5,eps1lon,2026-02-03T15:08:18Z,web-flow,2026-02-03T15:08:18Z,[flags] Cleanup `enableActivity` (#35681)
facebook/react,b1533b034ee5e38e825fe20d789f2e83ede163ad,lubieowoce,2026-02-03T14:29:51Z,web-flow,2026-02-03T14:29:51Z,"[Flight] Allow overriding `request.timeOrigin` via `options.startTime` (#35598)  Currently, IO that finished before the request started is not considered IO:  https://github.com/facebook/react/blob/6a0ab4d2dd62dfdf8881ba1c3443c6d5acedc871/packages/react-server/src/ReactFlightServer.js#L5338-L5343 Th"
facebook/react,5dad2b47b87d93db51f3bd41453a39124127b75d,hoxyq,2026-02-03T12:44:04Z,web-flow,2026-02-03T12:44:04Z,"[DevTools] Fix commit index reset when switching profiler roots (#35672)  Fixes https://github.com/facebook/react/issues/31463, https://github.com/facebook/react/issues/30114.  When switching between roots in the profiler flamegraph, the commit index was preserved from the previous root. This caused"
facebook/react,748ee74e22ab86994c12564a19fc73950d00ad72,eps1lon,2026-02-03T11:05:24Z,web-flow,2026-02-03T11:05:24Z,Use modern JSX runtime in Flight fixture (#35677)
facebook/react,d4a325df4dbc595cceede81555dd177fc791e8e1,josephsavona,2026-02-03T03:03:47Z,web-flow,2026-02-03T03:03:47Z,[compiler] Add snap subcommand to minimize a test input (#35663)  Snap now supports subcommands 'test' (default) and 'minimize`. The minimize subcommand attempts to minimize a single failing input fixture by incrementally simplifying the ast so long as the same error occurs. I spot-checked it and it
tensorflow/tensorflow,a4629672f34461ae0fc6a7399d47196f4118f57b,hhb,2026-02-03T22:19:02Z,tensorflower-gardener,2026-02-03T22:27:55Z,Add register and invoke callbacks to PjRtCApiClient  PiperOrigin-RevId: 865042717
