repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
tensorflow/tensorflow,7361331f22e392d3780d512501653394acd36f33,chunnienc,2026-02-09T22:28:35Z,tensorflower-gardener,2026-02-09T22:46:01Z,Improve flatbuffer_import performance with less buffer copies  PiperOrigin-RevId: 867775400
tensorflow/tensorflow,8b4d78b0d772ad7d7bf92821de26bf9091780193,majiddadashi,2026-02-09T22:15:58Z,tensorflower-gardener,2026-02-09T22:35:04Z,"Add support for unsigned 4-bit quantized types (QUI4) in tflite.  This change introduces support for kTfLiteUInt4 in TFLite's Dequantize and Quantize operations. It includes: -   Defining QUI4 in MLIR's quantization types. -   Updating TFLite MLIR ops (Dequantize, Quantize, Const, SparseConst) to ac"
tensorflow/tensorflow,4a537a5332cc20b2ac3b31cbe88edc61cdd349b1,junwhanahn,2026-02-09T22:06:35Z,tensorflower-gardener,2026-02-09T22:18:43Z,Use the default `strict_shape_checking` value in PjRt C API for consistency  PiperOrigin-RevId: 867765097
tensorflow/tensorflow,dda86e77d60d7f5b10db94c7f2d4d7b5992556dc,junwhanahn,2026-02-09T21:04:12Z,tensorflower-gardener,2026-02-09T21:23:09Z,Enable `strict_shape_checking` for `HloRunnerPjRt` to help catch shape/layout inconsistency bugs  PiperOrigin-RevId: 867737532
tensorflow/tensorflow,a4a67c7244176ab877ddf655f2145027f85b2984,mwhittaker,2026-02-09T21:03:58Z,tensorflower-gardener,2026-02-09T21:11:48Z,"Simplified recoverable options in coordination service  Previously, some tasks could be recoverable and others not, but this was not used by JAX. Now, a whole job is recoverable or not.  PiperOrigin-RevId: 867737429"
tensorflow/tensorflow,3af62fa3d2c6385b34c562d5be8314511d7fc123,majiddadashi,2026-02-09T20:27:01Z,tensorflower-gardener,2026-02-09T20:46:28Z,"Update LowerQuantAnnotationsPass to handle multi-result producer ops.  Modified LowerQuantAnnotationsPass to correctly handle scenarios where a quant.dequantize composite op is fed by a multi-result producer operation.  Previously, the pass would always update the type of the first result (front()) "
tensorflow/tensorflow,f97d7c828ce132433baca2126ad95802913e945d,ermilovmaxim,2026-02-09T20:26:26Z,tensorflower-gardener,2026-02-09T20:35:02Z,Parallelize across autotuning instructions  PiperOrigin-RevId: 867721985
tensorflow/tensorflow,54548669430c1f7dc6d065dde05d021edb97b5f1,junwhanahn,2026-02-09T19:55:20Z,tensorflower-gardener,2026-02-09T20:07:21Z,Implement `strict_shape_checking` for `CommonPjRtClient`  This CL also flips the default value of `strict_shape_checking` to false because there are too many existing tests that fail this check. We can selectively enable the check after the code is submitted.  PiperOrigin-RevId: 867707421
tensorflow/tensorflow,4efbbddcfb42a327809783d4592668fc941eebce,xiaoxlu,2026-02-09T19:50:00Z,tensorflower-gardener,2026-02-09T19:59:23Z,Cache HloSharding for arguments and return values in IfrtServingExecutable.  PiperOrigin-RevId: 867705215
tensorflow/tensorflow,55c01310897fbcf4d7cbfe0c63921cb06cc2e513,nvgrw,2026-02-09T18:22:58Z,tensorflower-gardener,2026-02-09T19:29:18Z,Remove `incompatible_with_pjrt_se_gpu_client` tag.  PiperOrigin-RevId: 867665377
tensorflow/tensorflow,8a9f0e3ad7ada7d8b1775b75e33ecebc0dffcc0b,qukhan,2026-02-09T18:18:25Z,tensorflower-gardener,2026-02-09T18:44:48Z,Add a message in the `DelegateTest` helper to remind reader that a failure log is expected.  PiperOrigin-RevId: 867663046
tensorflow/tensorflow,57ec2557d1e42303c0bb64f05a6e48c9c5ed2948,tensorflower-gardener,2026-02-09T18:09:32Z,tensorflower-gardener,2026-02-09T18:39:12Z,Allow config override flags and restrict them to Triton.  PiperOrigin-RevId: 867658101
tensorflow/tensorflow,a0ef0d30c1ff1c032f8c983b25fcbcb18ce1bd2d,derdrdirk,2026-02-09T18:03:38Z,tensorflower-gardener,2026-02-09T18:33:38Z,[CublasLt] Prepare gpu_compiler_tests for CublasLt migration.  PiperOrigin-RevId: 867655073
tensorflow/tensorflow,20584c438eb7c4922744e2114890c81a60d4edad,nvgrw,2026-02-09T18:01:52Z,tensorflower-gardener,2026-02-09T18:28:05Z,Remove UsingStreamExecutorGpuClient in lead-up to deleting _notfrt GPU targets.  PiperOrigin-RevId: 867653986
tensorflow/tensorflow,d433138c53642235648a9f86508b108aa3d6946e,mkuperst,2026-02-09T17:51:18Z,tensorflower-gardener,2026-02-09T18:18:55Z,"[XLA] Remove channel ID uniquifying functionality from CallInliner.  Channel dependencies no longer exist, so there's never a reason to do this.  PiperOrigin-RevId: 867649384"
tensorflow/tensorflow,4d694e18b0615d5e9e92c8f597c3c68de8bfcdca,tensorflower-gardener,2026-02-09T17:48:10Z,tensorflower-gardener,2026-02-09T18:05:58Z,Avoid shardy logspam  PiperOrigin-RevId: 867648219
tensorflow/tensorflow,6bec7595500cc8dfdf5393483152281841f4a389,KanishAnand,2026-02-09T17:45:26Z,tensorflower-gardener,2026-02-09T17:56:17Z,Simplify `ParseTileAssignment` by separating logic for `IotaTileAssignmentArray` (reshape/transpose) handling which will be re-used in further cl's.  PiperOrigin-RevId: 867647242
tensorflow/tensorflow,1a957b0b9b6aa098e2d9eb8d79b16687e4dbde78,sgarciagoogle,2026-02-09T17:30:38Z,tensorflower-gardener,2026-02-09T17:36:02Z,Fix compatibility with numpy 2.4  PiperOrigin-RevId: 867641453
tensorflow/tensorflow,7df8c0ff89d652ad2f9604f8f14e799a14d2311f,akuegel,2026-02-09T13:53:10Z,tensorflower-gardener,2026-02-09T14:05:15Z,[XLA:GPU] Extract TritonSupportTestBase into its own target.  This allows to get rid of the HloTestBase dependency in test_utils. This will make it easier to migrate triton tests step by step to PjRt. Also migrate support_test and support_legacy_test away from HloTestBase.  PiperOrigin-RevId: 867561
tensorflow/tensorflow,94b62cead9833d20335107fbaa33be1f360c38d2,tensorflower-gardener,2026-02-09T13:43:36Z,tensorflower-gardener,2026-02-09T13:56:00Z,Use BackendName enum in GpuCodegenBackend.  PiperOrigin-RevId: 867558765
tensorflow/tensorflow,21aa93b725c4367f463195a723436cef832053eb,akuegel,2026-02-09T12:17:59Z,tensorflower-gardener,2026-02-09T13:22:18Z,Upgrade RE2 to Release 2025-11-05  This is a prerequisite for upgrading ABSL. The currently used version is relying on a transitive header include of <cstring> through absl.  PiperOrigin-RevId: 867532830
tensorflow/tensorflow,3f59eb6b8b6702f081124eaff64eca29bd54c476,metaflow,2026-02-09T12:15:45Z,tensorflower-gardener,2026-02-09T12:54:00Z,[XLA:GPU] conditionally enable nest_gemm_fusion or convert_triton_config passes  PiperOrigin-RevId: 867532163
tensorflow/tensorflow,4461cf06571f82be6f9bdd3f036584e23522b049,tensorflower-gardener,2026-02-09T12:14:04Z,tensorflower-gardener,2026-02-09T12:42:53Z,Automated Code Change  PiperOrigin-RevId: 867531586
tensorflow/tensorflow,c0216c356ac7f32272ffb4d02b80bdf17becba0b,allanrenucci,2026-02-09T12:01:10Z,tensorflower-gardener,2026-02-09T12:29:29Z,"[NFC] Add `Ffi::BindExecute()` as a convenience alias.  This provides a more concise way to bind to the execute stage, similar to the existing `Ffi::BindInitialize()`.  PiperOrigin-RevId: 867526700"
tensorflow/tensorflow,6dc854b75bef0cd83634c296724dafd23afb284e,tensorflower-gardener,2026-02-09T11:51:00Z,tensorflower-gardener,2026-02-09T12:12:31Z,Add a proto enum for GPU autotuner backends.  - Will make this source of truth for identifying backends in the autotuner.  PiperOrigin-RevId: 867523763
tensorflow/tensorflow,64f3a94634680c4ad343988fbb1f21572f7af425,ezhulenev,2026-02-09T11:45:18Z,tensorflower-gardener,2026-02-09T12:03:40Z,PR #37473: [tsl:concurrency] Add Future::Flatten() API  Imported from GitHub PR https://github.com/openxla/xla/pull/37473  Add Future::Flatten() API Copybara import of the project:  -- d516c4385831cfc3db5d646837f6488ed58d7a4e by Eugene Zhulenev <ezhulenev@openxla.org>:  [tsl:concurrency] Add Future:
tensorflow/tensorflow,0380f537cebff1d8c4a84d6f27929994b3186eae,derdrdirk,2026-02-09T11:39:21Z,tensorflower-gardener,2026-02-09T11:55:19Z,[CublasLt] Make GemmRewriterTest compatible with default CublasLt.  PiperOrigin-RevId: 867519845
tensorflow/tensorflow,bd5b38f0846c2bf1484a406b4ab1bd403dc5e79c,chsigg,2026-02-09T11:31:04Z,tensorflower-gardener,2026-02-09T11:43:22Z,"Fix dangling reference in conv_utils_test.  Change `const WindowDimension&` to `const WindowDimension` to ensure a copy is made, preventing a reference to a temporary object from becoming dangling.  PiperOrigin-RevId: 867517428"
tensorflow/tensorflow,8e176b31ca9fa52387530816897ebe9c15013ff2,allanrenucci,2026-02-09T11:22:02Z,tensorflower-gardener,2026-02-09T11:30:58Z,[NFC] Add missing includes in custom_call_status files.  PiperOrigin-RevId: 867515002
tensorflow/tensorflow,584f0a737d8ff09297bdad342292650d31b1112a,sergachev,2026-02-09T10:45:54Z,tensorflower-gardener,2026-02-09T10:54:23Z,PR #37309: [GPU][NFC] Rename H100 and B200 test data for clarity.  Imported from GitHub PR https://github.com/openxla/xla/pull/37309  📝 Summary of Changes Rename H100 and B200 test data for clarity.  🎯 Justification H100 and B200 are not RTX.  🚀 Kind of Contribution ♻️ Cleanup  📊 Benchmark (for Perf
tensorflow/tensorflow,ea5fe00c269a80563136cac38800c6ed530b1c8f,tensorflower-gardener,2026-02-09T09:41:20Z,tensorflower-gardener,2026-02-09T10:00:34Z,"Add `Run` overload with `ThreadPoolOptions` to `WrappedSession`.  This change adds a new `Run` method to `WrappedSession` that includes a `thread::ThreadPoolOptions` argument, forwarding the call to the underlying session. Without this, calling this `Run` method on the `WrappedSession` results in an"
tensorflow/tensorflow,920c4df3bb1d3945cca36b883bf50aeffe70ac1f,akuegel,2026-02-09T09:26:25Z,tensorflower-gardener,2026-02-09T09:36:44Z,Upgrade grpc to Release v1.78.0  This is a prerequisite for upgrading ABSL. The currently used version is relying on a transitive header include of <string> through absl.  PiperOrigin-RevId: 867469036
tensorflow/tensorflow,0090bddb0763cba868397e70c1bff4fa979369d1,SiqiaoWu1993,2026-02-09T03:38:24Z,tensorflower-gardener,2026-02-09T03:46:18Z,Support custom device layout on TFRT/IFRT  PiperOrigin-RevId: 867355156
tensorflow/tensorflow,3ec9ee1d35795a3c9366cdf3fa12ebb4ca201ba4,pifon2a,2026-02-09T01:37:21Z,tensorflower-gardener,2026-02-09T01:42:45Z,Make the contributions guide less GPU-specific.  PiperOrigin-RevId: 867328376
tensorflow/tensorflow,d60c1cac267acb7d658b579f93e8570b46745999,tensorflower-gardener,2026-02-09T00:04:38Z,tensorflower-gardener,2026-02-09T00:23:56Z,Automated Code Change  PiperOrigin-RevId: 867309867
tensorflow/tensorflow,6152cb053b8b4d359be73b64287edc06835c4309,tensorflower-gardener,2026-02-09T00:03:33Z,tensorflower-gardener,2026-02-09T00:11:31Z,Automated Code Change  PiperOrigin-RevId: 867309512
microsoft/vscode,40a50b72b3f8041b8709e4cffb71ac924e4e812f,hediet,2026-02-09T23:06:28Z,hediet,2026-02-09T23:58:20Z,Makes TestThemeService usable with other IColorThemes
microsoft/vscode,0bb1ba6d8cb745a32edefb27146bbf5860cf8be0,hediet,2026-02-09T23:02:06Z,hediet,2026-02-09T23:58:20Z,Fixes import
microsoft/vscode,41d8bfb9e0d4b7f210c7ed31e43d4723dd945f64,hediet,2026-02-09T23:00:21Z,hediet,2026-02-09T23:58:20Z,Extracts generateColorThemeCSS to enable reuse
microsoft/vscode,dc0c4b89350957f7e21da4257e4be7a85433eaa4,meganrogge,2026-02-09T23:50:09Z,web-flow,2026-02-09T23:50:09Z,Make tips contextual (#294008)
microsoft/vscode,66a6caf6cce462b17a932a033b380aa8b7c187e2,mjbvz,2026-02-09T23:20:16Z,web-flow,2026-02-09T23:20:16Z,Merge pull request #294030 from mjbvz/dev/mjbvz/amateur-leopon  Start moving core to use a push based chat sessions model
microsoft/vscode,cd71c4b8afe45c2be01ecb44292705aceb733d7d,sandy081,2026-02-09T23:03:53Z,web-flow,2026-02-09T23:03:53Z,do not fetch policy data if already fetched (#293995)  * do not fetch policy data if already fetched  * reset mcp data when not configured and refetch on polling  * refetch always  * reschedule when window has no focus  * rename  * update comment
microsoft/vscode,0911b9789f4266777a8d2f79192f2eda521dcd07,meganrogge,2026-02-09T22:52:48Z,web-flow,2026-02-09T22:52:48Z,fix action list not scrolling (#294026)  fix #294017
microsoft/vscode,259c60ac4adb218ce550b83fe048611473b93faf,mjbvz,2026-02-09T22:40:05Z,mjbvz,2026-02-09T22:40:05Z,Start moving core to use a push based chat sessions model  We've also shifted out api proposal to be controller based. Now I'm trying to adopt this in core too. This change shouldn't effect logic that much but longer term this should let us avoid calling refresh as often
microsoft/vscode,91ce49b9e9bd2468afddd8e5cc971bff76adb0b1,bpasero,2026-02-09T21:54:23Z,web-flow,2026-02-09T21:54:23Z,Ask Question does not show that the session requires input from the user. (fix #293858) (#293912)
microsoft/vscode,e083e838873f83d482e0b7f9e5fd7debab35a4f6,aeschli,2026-02-09T21:40:29Z,web-flow,2026-02-09T21:40:29Z,support claude rules (#293829)  * support claude rules  * polish  * update  * default content for creating claude agents and rules
microsoft/vscode,a9535a9f9610e2bac70148477204b78989bebf44,bryanchen-d,2026-02-09T21:35:08Z,bryanchen-d,2026-02-09T21:35:08Z,Enhance URI scheme validation error message to include index of illegal characters and total count
microsoft/vscode,ec6a947451c7d3541a2aa09ceaa1712d45cb5f87,bryanchen-d,2026-02-09T21:14:06Z,bryanchen-d,2026-02-09T21:14:59Z,Enhance URI scheme error message to include length and clarify illegal characters
microsoft/vscode,384a7180c0c1c56c3788fb51eb84f8bbffc42475,jrieken,2026-02-09T21:11:56Z,web-flow,2026-02-09T21:11:56Z,Merge pull request #293330 from microsoft/copilot/update-trusted-domains-usage  Add `allowTrustedDomains` to terminal sandbox network config
microsoft/vscode,3f9b1c4e9d2814da2abe7885e996f15aa560fdda,jrieken,2026-02-09T20:47:43Z,web-flow,2026-02-09T20:47:43Z,Merge branch 'main' into copilot/experiment-disable-quick-suggestion
microsoft/vscode,5c54822b7c534e14ed09f45f29b2eefc3f224565,bryanchen-d,2026-02-09T20:33:11Z,web-flow,2026-02-09T20:33:11Z,Update src/vs/platform/log/common/logIpc.ts  Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>
microsoft/vscode,3dac14a31ac5dc3c8f2ccf7f5d85a27f5932f0e6,bryanchen-d,2026-02-09T20:31:32Z,bryanchen-d,2026-02-09T20:31:32Z,Improve URI scheme error message to specify illegal characters found
microsoft/vscode,690522d49b12a15a61c492b3303148fdfa347a5f,daviddossett,2026-02-09T20:08:28Z,web-flow,2026-02-09T20:08:28Z,"Use regular foreground for agent session list titles (#293927)  Use regular foreground for agent session list titles, descriptionForeground for disabled elements"
microsoft/vscode,6d3266f1d0c53ca166a8cf0674491d89957a3872,bryanchen-d,2026-02-09T20:05:19Z,bryanchen-d,2026-02-09T20:05:19Z,"Fix URI scheme error in LoggerChannelClient.deregisterLogger (#293503)  LoggerChannelClient.deregisterLogger accepted only URI but the base interface accepts URI | string. Callers passing string logger IDs (e.g. mcpServer) sent raw strings over IPC, causing URI.revive to treat the string as a scheme"
microsoft/vscode,9899b0a9e2d455279c62de10619feec14e3e7380,meganrogge,2026-02-09T19:47:50Z,web-flow,2026-02-09T19:47:50Z,use proper role (#293938)  fixes #293807
microsoft/vscode,af6268998ba96fd6f912b610f129ee5817430aa1,jrieken,2026-02-09T19:40:15Z,web-flow,2026-02-09T19:40:15Z,Merge branch 'main' into copilot/experiment-disable-quick-suggestion
microsoft/vscode,474b6d0eec1ecca29b9fb05094ea6bb5a147e66a,bryanchen-d,2026-02-09T19:25:37Z,bryanchen-d,2026-02-09T19:25:37Z,Add guidelines and prompt for fixing unhandled errors from VS Code error telemetry
microsoft/vscode,783fa9d7e3f73b1e0081ff2013c5cbfb3d023bb9,meganrogge,2026-02-09T19:08:25Z,web-flow,2026-02-09T19:08:25Z,Fix chat accessibility progress sound for queued and non-queued requests (#293935)
microsoft/vscode,0d90baf4708cb7518df95d271dda64462bf89e7f,mjbvz,2026-02-09T18:25:47Z,web-flow,2026-02-09T18:25:47Z,Merge pull request #293931 from mjbvz/dev/mjbvz/great-anaconda  Make chatHooks proposal self contained
microsoft/vscode,8461f46dc131c3c82c4e09ae6ac316e39382d15b,mjbvz,2026-02-09T18:25:21Z,web-flow,2026-02-09T18:25:21Z,Merge pull request #293928 from mjbvz/dev/mjbvz/sure-rook  Cleanup  tsgo compile
microsoft/vscode,d779b1f90ce262f89a288f17366b94b2908f712a,aiday-mar,2026-02-09T18:19:39Z,web-flow,2026-02-09T18:19:39Z,rerender sticky scroll only on line number change not on column change (#293924)  render only on line number change not on column change
microsoft/vscode,692b6290772fb24decc7668160d100b20524d739,mjbvz,2026-02-09T17:55:11Z,mjbvz,2026-02-09T17:55:11Z,Make chatHooks proposal self contained
microsoft/vscode,f54d28fc39b7973d2a5ab9c9a92e5c4027cc9efc,mjbvz,2026-02-09T17:44:34Z,web-flow,2026-02-09T17:44:34Z,Merge pull request #293923 from mjbvz/dev/mjbvz/live-vicuna  Fix build error when using tsgo
microsoft/vscode,b7592cd3de32dfce19becae99af84b00b44bfe21,Copilot,2026-02-09T17:20:04Z,hediet,2026-02-09T17:44:24Z,Force local window for debug renderer actions  Add { remoteAuthority: null } to hostService.openWindow() calls in DebugRendererInNewWindowAction and DebugExtensionHostAndRendererAction to ensure Chrome debugging opens in a local window rather than inheriting remote authority.  Co-authored-by: hediet
microsoft/vscode,39009f2b374170b78f28b6cc72e7b9184c546be9,mjbvz,2026-02-09T17:34:50Z,mjbvz,2026-02-09T17:34:50Z,Cleanup  tsgo compile
microsoft/vscode,40df840a8012c53a4595e46cbed0a1821c3dba0e,mjbvz,2026-02-09T17:18:10Z,mjbvz,2026-02-09T17:18:10Z,Fix build error when using tsgo  We added a dependency between api proposals. Looks like tsgo is more strict about not picking this up automatically so we need to make sure there is an import so the dependency is picked up
microsoft/vscode,711cf8b1cabd6b4839ccad5e7088046b5a3660d9,mrleemurray,2026-02-09T16:53:44Z,web-flow,2026-02-09T16:53:44Z,Merge pull request #293906 from microsoft/mrleemurray/beautiful-orange-jaguar  Update 2026 Light theme colors and enhance agent status badge styles
microsoft/vscode,45a475526f97df6e3ab5df1c994263395f558379,jrieken,2026-02-09T16:20:56Z,jrieken,2026-02-09T16:20:56Z,Add tests for quickSuggestions using string shorthand and faked timers
microsoft/vscode,fbc0344299d7e63e96ac1ab5b89634fa02fcb5f0,mrleemurray,2026-02-09T15:33:01Z,mrleemurray,2026-02-09T15:33:01Z,Update 2026 Light theme colors and enhance agent status badge styles
microsoft/vscode,4cf213fe0d3250ddc2e81f4903b8f8bbc6320527,jrieken,2026-02-09T15:26:27Z,web-flow,2026-02-09T15:26:27Z,Merge pull request #293832 from microsoft/copilot/sub-pr-293357  fix: restrict internal tool bypass to explicitly non-referenceable infrastructure tools
microsoft/vscode,a062197ba8cd8fa51ce2640d3288dec8c9fd3892,jrieken,2026-02-09T15:23:38Z,jrieken,2026-02-09T15:23:38Z,Refactor quickSuggestions option to use string shorthand in tests and reorder snippetSuggestions options
microsoft/vscode,5d62b5042b32e58479040534bd2f1fe9123b66d7,sbatten,2026-02-09T15:04:35Z,web-flow,2026-02-09T15:04:35Z,Fix action runner event listener registration (#293889)  fix: register action runner event listener correctly
microsoft/vscode,53331dfc51b694f06f06faedc3c8c5e7f7990eb1,Copilot,2026-02-09T15:04:16Z,Copilot,2026-02-09T15:04:16Z,"Support string shorthand for editor.quickSuggestions setting  A plain string value like 'off' or 'offWhenInlineCompletions' is now accepted as shorthand for applying the same value to all token types (comments, strings, other). The JSON schema, validate method, and TypeScript types are updated accor"
microsoft/vscode,54befcf1563369a16ebb0c74cafd323fa229289e,mrleemurray,2026-02-09T15:04:05Z,web-flow,2026-02-09T15:04:05Z,Merge pull request #293865 from microsoft/mrleemurray/nice-chocolate-koi  Fix backdrop-filter issue in quick chat widget
microsoft/vscode,5f8e40926fbdb3a044f8017c7c4cd599c95d7ab5,alexr00,2026-02-09T15:02:40Z,web-flow,2026-02-09T15:02:40Z,Try harder to ignore user data files (#293845)  * Try harder to ignore user data files They don't always have the user data scheme when remote Fixes #272259  * Copilot PR feedback
microsoft/vscode,789f437325952dbf2f50eef8cee9d2fd195bbc78,sandy081,2026-02-09T15:01:50Z,web-flow,2026-02-09T15:01:50Z,"Fix IDisposable leaks in logsDataCleaner, serverServices, and standaloneServices (#293867)  - logsDataCleaner.ts: Register lifecycleService.onWillShutdown() with this._register() - serverServices.ts: Add LogService instance to disposables store - standaloneServices.ts: Extend Disposable in Standalon"
microsoft/vscode,fa94d6f5d8fb08f0cb8742af5155dbedfc03abd9,mrleemurray,2026-02-09T12:43:37Z,mrleemurray,2026-02-09T12:43:37Z,Fix backdrop-filter issue in quick chat widget to prevent layout shifts
microsoft/vscode,1177b2af49d70a84e0855460815da0c75639ef82,Copilot,2026-02-09T11:43:59Z,Copilot,2026-02-09T11:43:59Z,"Also check inlineSuggest.enabled for offWhenInlineCompletions  When editor.inlineSuggest.enabled is false, offWhenInlineCompletions should allow quick suggestions even if inline completion providers are registered, since they won't produce results anyway.  Co-authored-by: jrieken <1794099+jrieken@us"
microsoft/vscode,1ef1571fd68adb3cd59e20015c588cfee7db9366,DonJayamanne,2026-02-09T10:33:03Z,web-flow,2026-02-09T10:33:03Z,Support rendering links in ChatCollapsibleInputOutputContentPart (#293833)
microsoft/vscode,07e38233ff0b2ff650f354de2cd103c085eec92e,Copilot,2026-02-09T09:54:43Z,Copilot,2026-02-09T09:54:43Z,fix: restrict internal tool bypass to explicitly non-referenceable tools  - Change condition from `!canBeReferencedInPrompt` to `canBeReferencedInPrompt === false` to only bypass agent mode checks for tools that explicitly cannot be referenced (like inline_chat_exit) - Add test case for issue #29293
microsoft/vscode,8a10750c10a127156617748f58afaa3afafc4f42,Copilot,2026-02-09T09:37:43Z,Copilot,2026-02-09T09:37:43Z,Initial plan
microsoft/vscode,94e4148f68ed1f6691e92d114f0dd09e394bf153,jrieken,2026-02-09T08:35:06Z,web-flow,2026-02-09T08:35:06Z,Update src/vs/workbench/contrib/chat/browser/tools/languageModelToolsService.ts  Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>
microsoft/vscode,d565dc148b81abc304b2d6b57d7880c09f85b2c8,deepak1556,2026-02-09T08:27:00Z,web-flow,2026-02-09T08:27:00Z,"Revert ""Bump tar and dmg-builder in /build (#293531)"" (#293824)  This reverts commit aea8c3f92d7ae99de667667f0395f7df4ebae8cf."
microsoft/vscode,2ae3e21eebb675c8d86cfd0fa3c696c46891cf7a,Copilot,2026-02-09T08:21:56Z,Copilot,2026-02-09T08:21:56Z,"Add offWhenInlineCompletions value for editor.quickSuggestions setting  Adds a new 'offWhenInlineCompletions' value to the quickSuggestions setting that disables quick suggestions when an inline completion provider is registered for the current model. When no inline completion provider exists, sugge"
microsoft/vscode,efe6215b271e1e7560902e6fede42654f501afdd,Copilot,2026-02-09T07:56:11Z,Copilot,2026-02-09T07:56:11Z,Initial plan
microsoft/vscode,de54e8d49a0b7af8dd0b6ee3766c4ebea933ef33,EmrecanKaracayir,2026-02-09T07:48:19Z,web-flow,2026-02-09T07:48:19Z,Fixes inconsistent coloring for agent status badge (#293224)  * Fixes: #293223  * Readded: mistakenly deleted css rule
microsoft/vscode,cd49d0242d20299b4b6e44eddfdafd738874f9cc,bpasero,2026-02-09T07:24:19Z,web-flow,2026-02-09T07:24:19Z,debt - fix some leaks found by copilot (#293814)
microsoft/vscode,45a35b8049315e6fc5c210ef2a99df2ecc2e570c,bpasero,2026-02-09T06:13:06Z,web-flow,2026-02-09T06:13:06Z,debt - fix some leaks found by copilot (#293731)
microsoft/vscode,b45c33657ef9e425ab2edeaca226fa783e9146af,roblourens,2026-02-09T05:56:04Z,web-flow,2026-02-09T05:56:04Z,Don't fail hooks when missing token (#293811)
microsoft/vscode,55477c4cc83e449dd58ebc020a74b78a2ab07bfd,pwang347,2026-02-09T05:02:17Z,web-flow,2026-02-09T05:02:17Z,Update configure hooks flow and supported paths (#293643)  * update  * updates  * Update src/vs/workbench/contrib/chat/browser/promptSyntax/hookActions.ts  Co-authored-by: Copilot <175728472+Copilot@users.noreply.github.com>  * update handling  * PR  * test  * fix test  * cleanup  * nit  * cleanup  
microsoft/vscode,cae3c5a8181d30e596c85eff4f062d56fa8102d5,osortega,2026-02-09T01:40:48Z,web-flow,2026-02-09T01:40:48Z,Merge pull request #293452 from microsoft/osortega/disappointed-shark  Use cache for welcome view
microsoft/vscode,56f0349a67be832e667defce2fcbc98a053f4a28,osortega,2026-02-09T00:58:14Z,osortega,2026-02-09T00:58:14Z,Comments
