repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
tensorflow/tensorflow,1979766e1f77163a8574c11db47792887543b7c4,ezhulenev,2026-02-07T14:01:51Z,tensorflower-gardener,2026-02-07T14:11:17Z,PR #37470: [xla:ffi] ffi_api.h is an internal header and XLA:FFI users should only need ffi.h  Imported from GitHub PR https://github.com/openxla/xla/pull/37470  Adding dependency on `ffi_api.h` just to get `XLA_FFI_Api*` leads to duplicate static registries in multiple translation units and run tim
tensorflow/tensorflow,5cd56ec5d8d4b38915d3ebabb231f8e082b69253,tensorflower-gardener,2026-02-07T09:11:13Z,tensorflower-gardener,2026-02-07T09:26:41Z,Automated Code Change  PiperOrigin-RevId: 866806228
tensorflow/tensorflow,a6b36f3aae2112fd02fa68d42919a1ad99d2733d,tensorflower-gardener,2026-02-07T09:06:13Z,tensorflower-gardener,2026-02-07T09:13:30Z,Automated Code Change  PiperOrigin-RevId: 866804967
tensorflow/tensorflow,a98f18a3b37b5db9e6968d2266c816eab99385e4,tensorflower-gardener,2026-02-07T07:19:08Z,tensorflower-gardener,2026-02-07T07:28:07Z,Log multimem address space  PiperOrigin-RevId: 866772572
tensorflow/tensorflow,1960ae08da1dae8059349419c646d47699b1e926,tensorflower-gardener,2026-02-07T07:01:31Z,tensorflower-gardener,2026-02-07T07:11:05Z,Automated Code Change  PiperOrigin-RevId: 866767771
tensorflow/tensorflow,6876bfedafe7e5ca1bf0c671e5dc314d38494ef8,tensorflower-gardener,2026-02-07T05:51:41Z,tensorflower-gardener,2026-02-07T06:00:23Z,Automated Code Change  PiperOrigin-RevId: 866748896
tensorflow/tensorflow,bc3f45f2be45a82ab61d6b98d8f43f536dd81170,pifon2a,2026-02-07T05:26:49Z,tensorflower-gardener,2026-02-07T05:50:49Z,[XLA:GPU] Move transforms out of service/transforms.  PiperOrigin-RevId: 866741523
tensorflow/tensorflow,8cc3888db10de39d4bfbbf63ff42d8854d9b2667,tensorflower-gardener,2026-02-07T05:25:46Z,tensorflower-gardener,2026-02-07T05:35:20Z,Automated Code Change  PiperOrigin-RevId: 866741077
tensorflow/tensorflow,9ee87f5437758867328f4064deaa1e8830a7fa5c,tensorflower-gardener,2026-02-07T04:51:12Z,tensorflower-gardener,2026-02-07T05:00:21Z,Automated Code Change  PiperOrigin-RevId: 866731457
tensorflow/tensorflow,c466a4ea530268b5753ff8bd8d53afcb1f1b50e2,junwhanahn,2026-02-07T03:30:12Z,tensorflower-gardener,2026-02-07T03:40:33Z,Fix a wrong buffer shape in various XLA tests  PiperOrigin-RevId: 866710076
tensorflow/tensorflow,98d2b64719a8b934505541eb555b138101b13861,tensorflower-gardener,2026-02-07T02:13:37Z,tensorflower-gardener,2026-02-07T02:19:30Z,Refactor profiler metadata collection to use a registry.  PiperOrigin-RevId: 866691709
tensorflow/tensorflow,8aca9601faf9d834cc51ec8a51edd7715a2a6503,pifon2a,2026-02-07T01:55:07Z,tensorflower-gardener,2026-02-07T02:04:07Z,[XLA:GPU] Move kernels out of gpu/service.  PiperOrigin-RevId: 866687081
tensorflow/tensorflow,01e483c41647a31567db4d85755338215cec239e,subhankarshah,2026-02-07T01:37:56Z,tensorflower-gardener,2026-02-07T01:45:49Z,[XLA:MSA] Reserve colored buffers earlier than cross program prefetching in MSA.  PiperOrigin-RevId: 866682574
tensorflow/tensorflow,85a7b6316c206be781354e1624d365fe1404b502,derekmauro,2026-02-07T01:02:20Z,tensorflower-gardener,2026-02-07T01:19:23Z,Automated Code Change  PiperOrigin-RevId: 866672060
tensorflow/tensorflow,bba96b8651aceb51204732f9ef35720eddc2b6e9,pschuh,2026-02-07T00:58:08Z,tensorflower-gardener,2026-02-07T01:08:28Z,Make CpuPjRtRawLoadedExecutable implement the PjRtRawLoadedExecutable api.  PiperOrigin-RevId: 866670881
microsoft/vscode,1aa235610cf3a1cea299d2c8a5f1bc80f33027c1,roblourens,2026-02-07T23:07:45Z,web-flow,2026-02-07T23:07:45Z,Support rendering subagent details from external agents (#293705)  * Support rendering subagent details from external agents  * fix tests
microsoft/vscode,7b1aae991c521f3522b0ab802c1219b65e1cdfa1,roblourens,2026-02-07T21:06:40Z,web-flow,2026-02-07T21:06:40Z,"Track external tool calls (#290886)  * Track external tool calls  * Tools in progress work, subagents do not  * Remove the subagent stuff  * Safer  * Remove this  * Build fix  * Bump proposed API Because this would lead to showing all tool calls twice in CC  * Remove this"
microsoft/vscode,05d55b367a607f9659f87b8e2acdfd72b3b5b2d4,bpasero,2026-02-07T20:06:23Z,web-flow,2026-02-07T20:06:23Z,debt - fix some leaks found by copilot (#293693)
microsoft/vscode,6babfd1c0f6cd65ed5cf7d6d8fc874a8026b5f90,Copilot,2026-02-07T20:04:38Z,web-flow,2026-02-07T20:04:38Z,"Fix input persistence when sending to new chat session (#293577)  * Initial plan  * Fix: Clear input when sending to new chat session  When using Ctrl+Shift+Enter to send a prompt to a new chat session, the original chat's input is now properly cleared by calling widget.setInput('') before creating "
microsoft/vscode,a7af00610ae5ee2f67c2e48241c30aaa6bb5eb9d,aiday-mar,2026-02-07T20:01:43Z,web-flow,2026-02-07T20:01:43Z,Assigning to the folding icon variable (#293652)  assigning to the folding icon variable
microsoft/vscode,a7e4a1afa6ecfbe961dead472be79d94b5cd5c12,bpasero,2026-02-07T19:50:40Z,web-flow,2026-02-07T19:50:40Z,debt - fix some leaks found by Copilot (#293689)
microsoft/vscode,1bdfead3b9f6e6e75834405f02940e0636976563,daviddossett,2026-02-07T19:41:34Z,web-flow,2026-02-07T19:41:34Z,"Adjust agent session list item sizing (#293666)  * Adjust agent session list item sizing  - Title font size: 12px → 13px - Details row + status time font size: 11px → 12px - Title row line-height: 16px → 17px, padding-bottom: 2px → 4px - Details row line-height: 14px → 15px - Icon col line-height: 1"
microsoft/vscode,a4b17ff67a714f9c7041fd05f1b094c5a47ee527,bpasero,2026-02-07T19:38:58Z,web-flow,2026-02-07T19:38:58Z,debt - fix some leaks found by copilot (#293685)
microsoft/vscode,efb6eeee9dd894610f91bcf6004159591712c5ee,lszomoru,2026-02-07T19:37:03Z,web-flow,2026-02-07T19:37:03Z,Git - openRepository extension API should always open the repository without any prompts (#293681)
microsoft/vscode,8eeb7b940b6083ae8004183f39c3ad5600988cd8,bpasero,2026-02-07T19:34:39Z,web-flow,2026-02-07T19:34:39Z,debt - fix some leaks found by Copilot (#293684)
microsoft/vscode,80275d2977554cb94442432c7db1b0db766bfb4e,bpasero,2026-02-07T19:31:08Z,web-flow,2026-02-07T19:31:08Z,modal editor - block most workbench commands when modal editor shows (#293657)  * modal editor - block most workbench commands when modal editor shows  * feedback  * .
microsoft/vscode,0e9abbad9cddd7fce7f2f5c17f155a0eb68742a8,roblourens,2026-02-07T19:06:14Z,web-flow,2026-02-07T19:06:14Z,Add /hooks slash command (#293583)  * Add /hooks slash command  * await  * Build fix
microsoft/vscode,37705237e7e13f4f59a842bcfcecc712e9ba1611,bpasero,2026-02-07T17:10:57Z,web-flow,2026-02-07T17:10:57Z,chat setup - improve detection for panel welcome on context keys that are relevant (#293603)
microsoft/vscode,a09fd62459d698e26b9eeb63dfbc4d51ec3f8c00,pwang347,2026-02-07T16:56:10Z,web-flow,2026-02-07T16:56:10Z,Add common blocking behaviour for hooks (#293543)
microsoft/vscode,4a3a4c09ecd60ba1045873f7670cfb886f9960df,pwang347,2026-02-07T16:55:54Z,web-flow,2026-02-07T16:55:54Z,Handle remote OS for hook detection (#293596)
microsoft/vscode,1e636521464415b084acee87522374e617367b28,dmitrivMS,2026-02-07T15:51:29Z,web-flow,2026-02-07T15:51:29Z,Update status bar entry bug fixes (#293625)
microsoft/vscode,702d358dc97554c5e6c037b164e99112d76b8d19,dmitrivMS,2026-02-07T10:19:36Z,web-flow,2026-02-07T10:19:36Z,Display a confetti animation on chat response thumbs up (#293582)  * Display a confetti animation on chat response thumbs up  * Bug fixes
microsoft/vscode,0204a8581286213c7d57e774727d9064bb39c4d0,roblourens,2026-02-07T05:38:24Z,web-flow,2026-02-07T05:38:24Z,Support PreCompact hook (#293581)  * Support PreCompact hook  * add this
microsoft/vscode,f0c6399658a6f1bce54449008b97ea3d03581111,roblourens,2026-02-07T04:25:24Z,web-flow,2026-02-07T04:25:24Z,Limit the subagent model to a model with multiplier <= the main agent (#293570)  * Add multiplierNumeric  * Subagent model resolution with multiplierNumeric  - Use multiplierNumeric for subagent model fallback logic instead of parsing multiplier strings - Add model name tooltip to subagent content p
microsoft/vscode,05aadf15399591fadc57d0e0c922bd5610a337ab,roblourens,2026-02-07T03:27:52Z,web-flow,2026-02-07T03:27:52Z,updatedInput for PreToolUse (#293575)
microsoft/vscode,0ed85cc5ac39b1f051dcff2010e7eb8e6c9c32ef,daviddossett,2026-02-07T02:46:21Z,web-flow,2026-02-07T02:46:21Z,"Polish agent sessions list UI (#293523)  * Polish agent sessions list UI  - Show description alongside diff badge with dot separator - Use regular foreground for active selection, descriptionForeground for inactive - Remove background/outlines from diff badge - Bump read indicator opacity to 20%  * "
microsoft/vscode,d20d8cbc71f0752580a2f4b373e08a366663e452,roblourens,2026-02-07T01:12:43Z,web-flow,2026-02-07T01:12:43Z,Support transcript_path on hooks (#293567)
microsoft/vscode,441344ca414dbd4b6958f3e347f857cd9457658b,connor4312,2026-02-07T00:08:20Z,web-flow,2026-02-07T00:08:20Z,Merge pull request #293552 from microsoft/connor4312/queue-state-button-polish  chat: various fixes around queued/steering states
