repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35574,Bump diff from 4.0.2 to 4.0.4 in /compiler,open,dependabot[bot],2026-01-20T18:42:03Z,2026-01-20T18:42:09Z,,,False,0,0,"[""CLA Signed"", ""dependencies"", ""javascript""]"
facebook/react,35573,[compiler] Fix invariant error for optional chaining in try/catch,open,josephsavona,2026-01-20T18:34:24Z,2026-01-23T19:07:58Z,,,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35572,Optimize eslint-plugin-react-hooks for large codebases,closed,revathi-nuvai,2026-01-20T17:50:11Z,2026-01-21T17:56:41Z,2026-01-21T17:27:29Z,,False,0,0,[]
facebook/react,35568,Fix outdated documentation: replace 'Gulp plugin' with 'extract-error…,open,bodhisilberling,2026-01-20T03:34:30Z,2026-01-22T00:34:00Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35567,Cancel animation when a custom Timeline is used,closed,sebmarkbage,2026-01-20T01:52:58Z,2026-01-20T01:56:17Z,2026-01-20T01:53:05Z,2026-01-20T01:53:05Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
golang/go,77243,net: permit WriteMsgUnix to connected SOCK_DGRAM sockets,open,The127,2026-01-20T21:02:34Z,2026-01-22T07:36:34Z,,,False,0,0,[]
apache/spark,53877,[SPARK-55108][PYTHON] Use the latest pandas-stubs for type check,closed,gaogaotiantian,2026-01-20T23:38:59Z,2026-01-21T07:08:33Z,2026-01-21T07:06:58Z,,False,0,0,"[""SQL"", ""ML"", ""BUILD"", ""CORE"", ""PYTHON"", ""PANDAS API ON SPARK"", ""CONNECT""]"
apache/spark,53876,[SPARK-55107][SQL] Log TID for scanned file in FileScanRDD,open,turboFei,2026-01-20T23:13:52Z,2026-01-22T00:28:58Z,,,False,0,0,"[""SQL""]"
apache/spark,53875,[SPARK-54996][SS] Report ArrivalTime for records from LowLatencyMemoryStream,closed,nyaapa,2026-01-20T22:05:08Z,2026-01-23T22:59:13Z,2026-01-23T22:59:13Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53874,[SPARK-55105][SS] Add Integration Test for Join Operator,closed,zifeif2,2026-01-20T21:55:24Z,2026-02-01T20:16:08Z,2026-02-01T20:16:08Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53873,[SPARK-54939][PYTHON][TESTS][FOLLOWUP] Handle PyArrow version difference in type coercion tests,closed,Yicong-Huang,2026-01-20T21:20:11Z,2026-01-21T09:12:08Z,2026-01-21T09:11:49Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53872,[SPARK-55104][CONNECT][PYTHON][SS] Add Spark Connect support for DataStreamReader.name(),closed,ericm-db,2026-01-20T21:02:35Z,2026-01-28T02:26:27Z,2026-01-28T02:26:27Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING"", ""PYTHON"", ""CONNECT""]"
apache/spark,53871,[SPARK-54925][PYTHON][FOLLOWUP] Ignore missing import for pystack,closed,gaogaotiantian,2026-01-20T19:54:22Z,2026-01-21T09:13:37Z,2026-01-21T09:13:25Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53870,[SPARK-55103][CORE][TESTS] Fix a flaky test in `RpcIntegrationSuite`,closed,sarutak,2026-01-20T15:25:16Z,2026-01-22T14:38:56Z,2026-01-21T00:24:39Z,,False,0,0,"[""CORE""]"
apache/spark,53869,[SPARK-55174][SQL][TESTS] Move `Geo*ClientSuite` from `sql/core` to `sql/api` module,closed,uros-db,2026-01-20T13:44:58Z,2026-01-27T06:50:44Z,2026-01-27T06:50:44Z,,False,0,0,"[""SQL""]"
apache/spark,53868,[SPARK-55064][SQL][CORE] Support query level indeterminate shuffle retry,closed,ivoson,2026-01-20T09:17:18Z,2026-01-29T08:59:07Z,2026-01-29T07:48:11Z,,False,0,0,"[""SQL"", ""WEB UI"", ""CORE""]"
apache/spark,53867,[SPARK-55098][PYTHON] Vectorized UDFs with output batch size control fail with memory leak,closed,zhengruifeng,2026-01-20T09:15:08Z,2026-01-20T23:44:54Z,2026-01-20T22:16:27Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53866,[SPARK-55096][PYTHON] Update pandas minimum version in `connect/setup.py`,closed,zhengruifeng,2026-01-20T07:57:31Z,2026-01-20T10:04:20Z,2026-01-20T10:03:22Z,,False,0,0,"[""PYTHON"", ""CONNECT""]"
apache/spark,53865,[SPARK-55093][CORE] Handle TaskRunner construction failures in launchTask,closed,ChuckLin2025,2026-01-20T07:56:22Z,2026-02-02T03:25:29Z,2026-02-02T03:25:29Z,,False,0,0,"[""CORE""]"
apache/spark,53864,[SPARK-54374][SQL][UI] Enlarge the SVG viewBox attribute of SQL plan visualization initialization,closed,yaooqinn,2026-01-20T07:07:19Z,2026-02-12T08:14:38Z,2026-01-20T10:07:40Z,,False,0,0,"[""SQL"", ""WEB UI""]"
apache/spark,53863,[SPARK-54849][PYTHON][FOLLOW-UP] Update minimum version of pyarrow in `setup.py` and `pyspark_upgrade.rst`,closed,zhengruifeng,2026-01-20T04:58:27Z,2026-01-20T14:15:48Z,2026-01-20T07:54:54Z,,False,0,0,"[""DOCS"", ""PYTHON"", ""CONNECT""]"
apache/spark,53862,[MINOR][PYTHON] Add missing docstrings to add_path and read_command functions,open,bodhisilberling,2026-01-20T03:36:11Z,2026-01-20T21:42:32Z,,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53861,[SPARK-49110][SQL] Simplify SubqueryAlias.metadataOutput to always propagate metadata columns,closed,cloud-fan,2026-01-20T01:55:35Z,2026-01-30T14:18:20Z,2026-01-30T14:18:20Z,,False,0,0,"[""SQL""]"
langchain-ai/langchain,34825,chore(deps-dev): bump setuptools from 67.8.0 to 78.1.1 in /libs/core in the uv group across 1 directory,closed,dependabot[bot],2026-01-20T23:09:17Z,2026-01-22T21:12:23Z,2026-01-21T01:55:19Z,2026-01-21T01:55:19Z,False,0,0,"[""ignore-lint-pr-title"", ""core"", ""infra"", ""dependencies"", ""python:uv"", ""external""]"
langchain-ai/langchain,34822,feat(infra): org membership checker,closed,mdrxy,2026-01-20T22:55:35Z,2026-01-22T21:12:24Z,2026-01-20T22:57:18Z,2026-01-20T22:57:18Z,False,0,0,"[""github_actions"", ""feature"", ""internal""]"
langchain-ai/langchain,34821,fix(text-splitters): preserve unclosed code block content in ExperimentalMarkdownSyntaxTextSplitter,closed,davchaudhari,2026-01-20T22:47:41Z,2026-02-02T23:30:42Z,2026-02-02T23:30:42Z,,False,0,0,"[""text-splitters"", ""fix"", ""external""]"
langchain-ai/langchain,34820,feat(langchain): Add `force_tool_choice` parameter to `ToolStrategy` for streaming flexibility,closed,Sikandar1310291,2026-01-20T21:36:17Z,2026-02-02T01:58:34Z,2026-02-02T01:58:34Z,,False,0,0,"[""langchain"", ""feature"", ""external""]"
langchain-ai/langchain,34819,test(fireworks): fix model name,closed,mdrxy,2026-01-20T21:29:00Z,2026-01-22T21:12:30Z,2026-01-20T21:32:45Z,2026-01-20T21:32:45Z,False,0,0,"[""integration"", ""tests"", ""fireworks"", ""internal""]"
langchain-ai/langchain,34817,Improve get_buffer_string formatting with XML tags,closed,singupurapusaicharan,2026-01-20T11:43:33Z,2026-01-22T21:12:32Z,2026-01-20T11:44:24Z,,False,0,0,"[""core"", ""external""]"
langchain-ai/langchain,34816,fix(langchain): avoid UnboundLocalError when no AIMessage exists,closed,saakshigupta2002,2026-01-20T05:40:13Z,2026-02-03T01:56:31Z,2026-02-03T01:56:31Z,2026-02-03T01:56:31Z,False,0,0,"[""langchain"", ""fix"", ""external""]"
langchain-ai/langchain,34815,feat(langchain): add case_insensitive parameter to grep_search tool,open,chasemcdo,2026-01-20T03:20:16Z,2026-01-22T21:12:35Z,,,False,0,0,"[""langchain"", ""feature"", ""external""]"
langchain-ai/langchain,34814,feat(langchain): add case_insensitive parameter to grep_search tool,closed,chasemcdo,2026-01-20T03:18:22Z,2026-01-22T21:12:38Z,2026-01-20T03:19:41Z,,False,0,0,"[""langchain"", ""feature"", ""external""]"
