repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35520,Fix ViewTransition null stateNode with SuspenseList,closed,jackpope,2026-01-15T23:55:24Z,2026-01-16T21:39:25Z,2026-01-16T21:39:25Z,2026-01-16T21:39:25Z,False,0,0,"[""CLA Signed""]"
facebook/react,35519,Typecheck React DevTools extension main script,closed,eps1lon,2026-01-15T21:35:40Z,2026-01-16T12:08:32Z,2026-01-16T12:08:28Z,2026-01-16T12:08:28Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35518,[Fiber] fix useId tracking on replay,closed,gnoff,2026-01-15T17:53:34Z,2026-01-16T03:06:00Z,2026-01-16T01:27:58Z,2026-01-16T01:27:58Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35517,[Fizz] Start adding template tags to SuspenseList,open,sebmarkbage,2026-01-15T17:28:15Z,2026-01-16T01:56:01Z,,,True,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35516,[DevTools] Fix high CPU usage on pages without React (#35515),open,CarlosEduJs,2026-01-15T15:46:31Z,2026-01-16T02:49:47Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35514,Bump diff from 3.5.0 to 8.0.3 in /scripts/release,open,dependabot[bot],2026-01-15T05:25:51Z,2026-01-15T11:34:19Z,,,False,0,0,"[""CLA Signed"", ""dependencies"", ""javascript""]"
facebook/react,35513,[tests] Fix flaky flight tests,closed,rickhanlonii,2026-01-15T01:39:52Z,2026-01-18T20:36:03Z,2026-01-18T20:36:00Z,2026-01-18T20:36:00Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35512,Bump undici from 6.21.2 to 6.23.0 in /compiler,open,dependabot[bot],2026-01-15T00:30:42Z,2026-01-15T00:30:48Z,,,False,0,0,"[""CLA Signed"", ""dependencies"", ""javascript""]"
golang/go,77190,sort: improve comment readability for Stable function,closed,Prateik-Lohani-07,2026-01-15T05:46:29Z,2026-01-15T16:44:39Z,2026-01-15T16:44:39Z,,False,0,0,[]
golang/go,77189,sort: improve comment readability for Stable function,closed,Prateik-Lohani-07,2026-01-15T05:36:31Z,2026-01-15T05:41:56Z,2026-01-15T05:41:56Z,,False,0,0,[]
golang/go,77187,internal/runtime: remove math.Mul64,closed,gavinkflam,2026-01-15T04:09:27Z,2026-01-22T21:03:30Z,2026-01-22T21:03:30Z,,False,0,0,[]
apache/spark,53825,[SPARK-54337][PS][TESTS][FOLLOWUP] Fix test_arrow_c_stream when pandas/arrow does not exist,closed,gaogaotiantian,2026-01-15T23:53:19Z,2026-01-17T01:04:46Z,2026-01-17T01:04:26Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53824,[WIP][SPARK-55059][PYTHON] Remove empty table workaround in toPandas,open,Yicong-Huang,2026-01-15T23:30:30Z,2026-01-16T02:41:30Z,,,True,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53823,[SPARK-43986][SQL][FOLLOWUP] Catch ArrayIndexOutOfBoundsException in Datasketches HLL functions,closed,dtenedor,2026-01-15T22:34:53Z,2026-01-16T18:47:08Z,2026-01-16T18:20:19Z,,False,0,0,"[""SQL""]"
apache/spark,53822,[WIP][SPARK-55056][SQL][PYTHON] Fix toPandas() SIGSEGV on nested empty arrays,open,Yicong-Huang,2026-01-15T21:55:04Z,2026-01-27T01:01:40Z,,,True,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53821,[SPARK-55057][SS] Add streaming source naming infrastructure and resolution pipeline,closed,ericm-db,2026-01-15T21:27:12Z,2026-01-17T00:13:42Z,2026-01-17T00:13:42Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53820,[SPARK-55055][PYTHON] Support SparkSession.Builder.create for PySpark Classic ,closed,jonmio,2026-01-15T20:22:48Z,2026-01-27T23:51:58Z,2026-01-27T23:51:35Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53819,[SPARK-55054][SS][SQL] Add IDENTIFIED BY support for streaming table-valued functions,closed,ericm-db,2026-01-15T19:49:51Z,2026-01-16T19:54:00Z,2026-01-16T19:54:00Z,,False,0,0,"[""SQL""]"
apache/spark,53818,[SPARK-55053][PYTHON] Refactor data source/udtf analysis workers so they have a unified entry,closed,gaogaotiantian,2026-01-15T19:43:29Z,2026-01-21T07:18:18Z,2026-01-20T03:45:54Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53817,[SPARK-55052][SQL] Add AQEShuffleRead properties to Physical Plan Tree,open,erenavsarogullari,2026-01-15T18:43:46Z,2026-02-10T00:50:15Z,,,False,0,0,"[""SQL""]"
apache/spark,53816,"[SPARK-55051][CORE] Byte string accepts KiB, MiB, GiB, TiB, PiB",closed,pan3793,2026-01-15T17:13:06Z,2026-01-19T03:31:16Z,2026-01-19T03:30:34Z,,False,0,0,"[""CORE""]"
apache/spark,53815,[SPARK-55047][CONNECT] Add client-side limit for local relation size,closed,khakhlyuk,2026-01-15T14:45:38Z,2026-01-16T13:32:10Z,2026-01-16T13:32:10Z,,False,0,0,"[""SQL"", ""PYTHON"", ""CONNECT""]"
apache/spark,53814,[SPARK-55045][CORE][TESTS] Fix a flaky test in ExecutorSuite,closed,sarutak,2026-01-15T11:15:38Z,2026-01-22T09:03:31Z,2026-01-21T14:55:39Z,,False,0,0,"[""CORE""]"
apache/spark,53813,[SPARK-55044][SQL] Keep the metadata in toArrowSchema/fromArrowSchema,closed,zhengruifeng,2026-01-15T10:40:21Z,2026-01-19T00:43:18Z,2026-01-19T00:42:57Z,,False,0,0,"[""SQL""]"
apache/spark,53812,[SPARK-54886] Lazily create Spark Connect reuse session,closed,garlandz-db,2026-01-15T09:44:26Z,2026-01-15T18:25:24Z,2026-01-15T18:25:24Z,,False,0,0,"[""SQL"", ""CONNECT""]"
apache/spark,53811,[SPARK-55043][SQL] Fix time travel with subquery containing table references,closed,cloud-fan,2026-01-15T08:49:37Z,2026-01-19T02:39:51Z,2026-01-19T02:39:51Z,,False,0,0,"[""SQL""]"
apache/spark,53810,[SPARK-55042][WEBUI][BUILD][TESTS] Upgrade Node.js used for UI test to `24.13.0`,closed,sarutak,2026-01-15T07:03:39Z,2026-01-15T12:02:13Z,2026-01-15T12:01:35Z,,False,0,0,"[""INFRA""]"
apache/spark,53809,[SPARK-55041][CORE] Cleanup some unused private `funcion/val` from core module,closed,LuciferYang,2026-01-15T05:58:27Z,2026-01-19T08:21:29Z,2026-01-19T08:11:33Z,,False,0,0,"[""WEB UI"", ""CORE""]"
apache/spark,53808,[MINOR][PYTHON][TESTS] Add test for Row with duplicated field names,closed,zhengruifeng,2026-01-15T02:51:30Z,2026-01-19T01:13:31Z,2026-01-19T01:13:10Z,,False,0,0,"[""SQL"", ""PYTHON""]"
apache/spark,53807,[SPARK-55040][PYTHON] Refactor TaskContext and related worker protocol,closed,gaogaotiantian,2026-01-15T00:53:09Z,2026-01-22T00:37:05Z,2026-01-22T00:37:05Z,,False,0,0,"[""CORE"", ""PYTHON""]"
