repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35505,Bump qs from 6.4.0 to 6.4.1 in /fixtures/packaging/webpack-alias/dev,open,dependabot[bot],2026-01-13T20:55:46Z,2026-01-13T20:59:13Z,,,False,0,0,"[""CLA Signed"", ""dependencies"", ""javascript""]"
facebook/react,35504,[DevTools] Clear element inspection if host element not owned by any renderer is selected,closed,eps1lon,2026-01-13T18:25:40Z,2026-01-16T12:22:11Z,2026-01-16T12:20:44Z,2026-01-16T12:20:44Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35503,[DevTools] Show fallback in inspected element pane when no element is selected,closed,eps1lon,2026-01-13T15:34:34Z,2026-01-15T13:28:07Z,2026-01-15T13:28:02Z,2026-01-15T13:28:02Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35502,DevTools: Allow searching by component name in Profiler trace,open,kanikaa88,2026-01-13T14:09:08Z,2026-01-13T14:09:15Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35501,[test] Fix DevTools regression tests,closed,eps1lon,2026-01-13T11:38:33Z,2026-01-13T15:00:55Z,2026-01-13T15:00:17Z,2026-01-13T15:00:17Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
golang/go,77159,cmd/internal/obj: add assembly support for the Zcb extension on riscv64,open,newborn22,2026-01-13T08:34:36Z,2026-01-13T08:59:42Z,,,False,0,0,[]
apache/spark,53793,[SPARK-55032][PYTHON] Refactor profilers in workers.py,closed,gaogaotiantian,2026-01-13T23:55:53Z,2026-01-21T07:18:54Z,2026-01-19T00:57:47Z,,False,0,0,"[""SQL"", ""CORE"", ""PYTHON""]"
apache/spark,53792,[SPARK-55029][SS] Propagate streaming source identifying name through resolution pipeline,closed,ericm-db,2026-01-13T22:25:23Z,2026-01-14T19:47:46Z,2026-01-14T19:47:46Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING""]"
apache/spark,53791,[SPARK-55028][PYTHON] Pass result_id unconditionally to UDF workers,closed,gaogaotiantian,2026-01-13T22:02:41Z,2026-01-14T21:51:49Z,2026-01-14T01:31:53Z,,False,0,0,"[""SQL"", ""CORE"", ""PYTHON""]"
apache/spark,53790,[SPARK-54870][FOLLOW-UP][SQL] Add unapply methods to CharType and VarcharType for backward compatible pattern matching,closed,gengliangwang,2026-01-13T21:40:58Z,2026-01-14T04:55:31Z,2026-01-14T04:55:31Z,,False,0,0,"[""SQL""]"
apache/spark,53789,[SPARK-55027][PYTHON] Move writeConf to PythonWorkerUtils,closed,gaogaotiantian,2026-01-13T21:22:44Z,2026-01-21T07:19:02Z,2026-01-19T00:55:26Z,,False,0,0,"[""CORE"", ""PYTHON""]"
apache/spark,53788,[SPARK-55024][SQL] Use REQUIRES_SINGLE_PART_NAMESPACE error for session catalog namespace validation,closed,cloud-fan,2026-01-13T14:23:31Z,2026-02-10T01:31:38Z,2026-01-14T16:41:30Z,,False,0,0,"[""SQL""]"
apache/spark,53787,[SPARK-55023][CORE][SQL][TESTS] Remove unnecessary `BeforeAndAfterAll` and `BeforeAndAfterEach`,closed,zhengruifeng,2026-01-13T09:26:07Z,2026-01-14T10:57:07Z,2026-01-14T10:56:46Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING"", ""CORE"", ""PYTHON"", ""CONNECT""]"
