repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
golang/go,4fe1203111eeda8a38af4f2a4208e4d4de720c0d,randall77,2026-01-02T21:42:00Z,randall77,2026-02-06T23:22:38Z,"cmd/link: align covctrs symbol  If we start the covctrs blob at an odd alignment, then covctrs will not be correctly aligned. Each individual entry is aligned properly, but the start marker may be before any padding inserted to enforce that alignment.  Fixes #58936  Change-Id: I802fbe40eacfa5a3c8c48"
golang/go,f6ebd91129e13ef7f495550a4fc8fa74769f6a2d,dmitshur,2026-01-02T16:36:00Z,gopherbot,2026-01-07T19:30:02Z,all: update vendored x/tools  Pull in the following x/tools changes:  - CL 732260: go/analysis/passes/modernize: disable BLoop analyzer - CL 733340: gopls/internal/analysis/modernize: mapsloop: undefined loop-var  For #74967. For #77008.  [git-generate] go install golang.org/x/build/cmd/updatestd@la
golang/go,e84983fa40a6e97d3e169f1f3549af889b1b1f22,cherrymui,2026-01-02T19:02:07Z,cherrymui,2026-01-02T20:16:34Z,"cmd/compile: optimize SIMD IsNaN.Or(IsNaN)  IsNaN's underlying instruction, VCMPPS (or VCMPPD), takes two inputs, and computes either of them is NaN. Optimize the Or pattern to generate two-operand form.  This implements the optimization mentioned in CL 733660.  Change-Id: I13943b377ee384864c913eed3"
apache/spark,5da9d2a47e3a844099f5cc668e1a8a0f7fd19c54,ericm-db,2026-01-02T19:55:27Z,anishshri-db,2026-01-02T19:55:27Z,[SPARK-54867][SS] Introduce NamedStreamingRelation wrapper for source identification during analysis  ### What changes were proposed in this pull request?  This PR introduces infrastructure for tracking and propagating source identifying names through query analysis for streaming queries. It adds:  
apache/spark,a309a05702795df575c1e86639ccb8d6948f6c5f,unknown,2026-01-02T19:53:33Z,anishshri-db,2026-01-02T19:53:33Z,[SPARK-54390][SS] Fix JSON Deserialize in StreamingQueryListenerBus  ### What changes were proposed in this pull request?  The PR changes a few things: 1. Convert JSON objects and array to strings when deserializing using `ObjectToStringDeserializer`. (main fix) 2. Sets the default values for `input
apache/spark,8fe006b20877671c75e4650a27d268b496294299,zhengruifeng,2026-01-02T09:06:48Z,zhengruifeng,2026-01-02T09:06:48Z,[SPARK-54882][PYTHON] Remove legacy PYARROW_IGNORE_TIMEZONE  ### What changes were proposed in this pull request? Remove legacy PYARROW_IGNORE_TIMEZONE  ### Why are the changes needed? it was added in spark 3.0 for integration with pyarrow 2.0 https://github.com/apache/spark/commit/5e331553726f838f2
apache/spark,33769b8b78d211d345c49ac8674c6ac508ddb285,zhengruifeng,2026-01-02T06:15:08Z,HyukjinKwon,2026-01-02T06:15:08Z,"Revert ""[SPARK-54182][SQL][PYTHON] Optimize non-arrow conversion of df.toPandas`""  revert https://github.com/apache/spark/pull/52897 due to perf regression when the number of columns are small  Closes #53661 from zhengruifeng/revert_54182.  Authored-by: Ruifeng Zheng <ruifengz@apache.org> Signed-off"
apache/spark,a911310f696ef97d67193885f28876281ef9d57b,pan3793,2026-01-02T03:58:23Z,sarutak,2026-01-02T03:58:23Z,[SPARK-54877][UI] Make display stacktrace on UI error page configurable  ### What changes were proposed in this pull request?  This PR adds a new configuration `spark.ui.showErrorStacks` to allow user to disable displaying stacktrace on UI error page.  ### Why are the changes needed?  To avoid expos
apache/spark,eaed471c8f4e2a97f851d0f78690679e9da81269,yaooqinn,2026-01-02T02:04:47Z,LuciferYang,2026-01-02T02:04:47Z,[MINOR][BUILD] Remove undefined -Pscala-2.13 profile from dev scripts  ### What changes were proposed in this pull request?  This PR removes the `-Pscala-2.13` profile specification from two dev scripts: - `dev/lint-scala` - `dev/scalafmt`  ### Why are the changes needed?  The `-Pscala-2.13` profile
apache/spark,6695a6911e7810dee7ffa2fca23aa6f83f6bdd7b,gaogaotiantian,2026-01-02T00:05:18Z,HyukjinKwon,2026-01-02T00:05:18Z,[SPARK-54701][PYTHON] Improve the runnerConf chain for Python workers  ### What changes were proposed in this pull request?  `runnerConf` now honors the parent `runnerConf`. It inherits the `runnerConf` instead of overwrite it.  ### Why are the changes needed?  To make it flexible for any class in t
langchain-ai/langchain,659eab26077d1072b7b808a6806fff82c76e24ab,ccurme,2026-01-02T21:20:20Z,web-flow,2026-01-02T21:20:20Z,release(core): 1.2.6 (#34586)
langchain-ai/langchain,458a1865403c15302ea5c52f097b2ce64849e020,angus-langchain,2026-01-02T21:02:13Z,web-flow,2026-01-02T21:02:13Z,chore(core): Update LangChainTracer to use Pydantic v2 methods (#34541)
