repo_full_name,pr_number,title,state,user_login,created_at,updated_at,closed_at,merged_at,draft,comments,review_comments,labels
facebook/react,35511,Defer useDeferredValue updates in Gestures,closed,sebmarkbage,2026-01-14T23:35:33Z,2026-01-16T01:46:12Z,2026-01-16T01:46:12Z,2026-01-16T01:46:11Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35510,Optimize gesture by allowing the original work in progress tree to be a suspended commit,closed,sebmarkbage,2026-01-14T20:18:07Z,2026-01-16T01:51:36Z,2026-01-16T01:51:36Z,2026-01-16T01:51:36Z,False,0,0,"[""CLA Signed"", ""React Core Team""]"
facebook/react,35509,[DevTools] Fix ReDoS vulnerability in Firefox stack trace parser,open,yujiteshima,2026-01-14T16:06:08Z,2026-01-20T17:23:36Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35508,Cleanup enableEagerAlternateStateNodeCleanup feature flag,open,javache,2026-01-14T13:44:01Z,2026-01-14T13:50:53Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35507,docs: improve README installation section clarity,open,manjot-dhaliwal,2026-01-14T05:40:12Z,2026-01-14T06:13:44Z,,,False,0,0,"[""CLA Signed""]"
facebook/react,35506,[Flight] Forward early debug info for lazy chunks,open,lubieowoce,2026-01-14T04:35:13Z,2026-02-03T12:38:06Z,,,True,0,0,"[""CLA Signed""]"
apache/spark,53806,[SPARK-55018][PYTHON][TESTS][FOLLOWUP] Revert the interval for test_convergence,closed,gaogaotiantian,2026-01-14T21:54:51Z,2026-01-15T02:35:25Z,2026-01-15T02:35:12Z,,False,0,0,"[""MLLIB"", ""PYTHON""]"
apache/spark,53805,[SPARK-55039][SS][SQL] Add IDENTIFIED BY syntax for naming streaming sources,closed,ericm-db,2026-01-14T21:41:28Z,2026-01-15T19:38:23Z,2026-01-15T19:38:23Z,,False,0,0,"[""SQL"", ""DOCS"", ""CONNECT""]"
apache/spark,53804,[SPARK-54559] Use runnerConf to pass profiler option,closed,gaogaotiantian,2026-01-14T19:56:23Z,2026-01-15T02:41:00Z,2026-01-15T02:40:11Z,,False,0,0,"[""SQL"", ""STRUCTURED STREAMING"", ""CORE"", ""PYTHON""]"
apache/spark,53803,[SPARK-54921][CORE] Add parentIds in StageData,open,callmepandey,2026-01-14T19:53:11Z,2026-01-14T20:42:23Z,,,False,0,0,"[""WEB UI"", ""CORE""]"
