repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
facebook/react,230772f99dac80be6dda9c59441fb4928612f18e,rickhanlonii,2026-01-28T21:00:40Z,web-flow,2026-01-28T21:00:40Z,"[tests] Fix ReactDOMAttribute-test (#35654)  In https://github.com/facebook/react/pull/35646 I thought there was a bug in trusted types, but the bug is in jsdom.  For trusted types we still want to check the coersion and throw for a good dev warning, but prod will also throw becuase the browser will"
facebook/react,90b2dd442cc05048b2a6ade5020c463ab0499eca,jackpope,2026-01-28T19:55:07Z,web-flow,2026-01-28T19:55:07Z,"Add additional fixtures for FragmentInstance text node support (#35631)  Stacked on https://github.com/facebook/react/pull/35630  - Adds test case for compareDocumentPosition, missing before and also extending to text nodes - Adds event handling fixture case for text - Adds getRootNode fixture case "
facebook/react,875b06489f4436125613535dfe0833cd12a500f9,jackpope,2026-01-28T19:45:17Z,web-flow,2026-01-28T19:45:17Z,"Add text node support to FragmentInstance operations (#35630)  This PR adds text node support to FragmentInstance operations, allowing fragment refs to properly handle fragments that contain text nodes (either mixed with elements or text-only).  Not currently adding/removing new text nodes as we don"
facebook/react,d4d099f05bead14cc78787f97f005b00feae56f9,hybrist,2026-01-28T18:15:33Z,web-flow,2026-01-28T18:15:33Z,[flags] make `enableTrustedTypesIntegration` dynamic (#35646)  Co-authored-by: Rick Hanlon <rickhanlonii@meta.com>
facebook/react,c0c37063e2cd8976d839998573012d48d303ada0,eps1lon,2026-01-28T17:41:08Z,web-flow,2026-01-28T17:41:08Z,"[Flight] Restore original function name in dev, server callstacks served with `unsafe-eval` (#35650)"
facebook/react,87ae75b33f71eb673c55ddb3a147a9e58b7d05bd,eps1lon,2026-01-28T11:14:59Z,web-flow,2026-01-28T11:14:59Z,[Perf Tracks] Use minus (`-`) instead of en dash for removed props (#35649)
facebook/react,ff191f24b5f49252672ac4d3c46ef1e79cf7290d,eps1lon,2026-01-28T10:54:50Z,web-flow,2026-01-28T10:54:50Z,[Perf Tracks] Handle arrays with bigints in deep objects (#35648)
facebook/react,e66ef6480ecd19c6885f2c06dec34fec1fdc0a98,rickhanlonii,2026-01-28T03:34:03Z,web-flow,2026-01-28T03:34:03Z,"[tests] remove withoutStack from assertConsole helpers (#35498)  Stacked on https://github.com/facebook/react/pull/35497  -----  Now that the assert helpers require a component stack, we don't need the `{withoutStack: true}` option."
tensorflow/tensorflow,ed214cc513a70ca4b116b74f844c4bdd6c5a6ae2,hawkinsp,2026-01-28T22:56:27Z,tensorflower-gardener,2026-01-28T23:07:56Z,"[stablehlo] When forming HLO source information stacks, treat callsiteloc(a, b) as the concatenation of the stacks of a and b.  This is in preparation for a JAX change that will form a dag of stack trace chunks rather than a linear chain.  PiperOrigin-RevId: 862408863"
tensorflow/tensorflow,35b30eca2a707a5c93f474cc858b472066be5362,tensorflower-gardener,2026-01-28T22:20:07Z,tensorflower-gardener,2026-01-28T22:41:17Z,Adds JPEG XL support in decode_image.  Reverts 1b4ef03f370aa7b266722e1055800275a2db11d0  PiperOrigin-RevId: 862392864
tensorflow/tensorflow,32a71733630264b8e8ab87549ee09b3140c61fc9,tensorflower-gardener,2026-01-28T21:58:25Z,tensorflower-gardener,2026-01-28T22:31:01Z,Reverts fd908987dd4a1e2b3ffb9c9fee8efb7c45072cba  PiperOrigin-RevId: 862383649
tensorflow/tensorflow,721897114772c92e1da88bb3b496175f059096a3,tensorflower-gardener,2026-01-28T21:45:10Z,tensorflower-gardener,2026-01-28T22:10:59Z,Reverts 10ef31553f60f54464b5b3d317cab2331a557068  PiperOrigin-RevId: 862378515
tensorflow/tensorflow,e9f5797033ada70f2a1c2c6f51ab84de7466e5cc,apivovarov,2026-01-28T21:41:49Z,tensorflower-gardener,2026-01-28T22:03:36Z,[GPU] Move kMaxNumBarrierPeers into MultiGpuBarrierKernel as kMaxPeers  This change moves the `kMaxNumBarrierPeers` constant into the `MultiGpuBarrierKernel` struct as `kMaxPeers` for better encapsulation. The test and kernel implementation are updated to reflect this change.  PiperOrigin-RevId: 862
tensorflow/tensorflow,1ef13162df8faecf0a04ac4af7a5bf85215e3e05,alinas,2026-01-28T21:38:34Z,tensorflower-gardener,2026-01-28T21:55:52Z,Integrate LLVM at llvm/llvm-project@d43b29fc545d  Updates LLVM usage to match [d43b29fc545d](https://github.com/llvm/llvm-project/commit/d43b29fc545d)  PiperOrigin-RevId: 862375628
tensorflow/tensorflow,64de7780d32943b6d97a67326cdb354e7f993d1c,tensorflower-gardener,2026-01-28T21:36:32Z,tensorflower-gardener,2026-01-28T21:44:36Z,Use size_t for memory offsets in BroadcastTo.  PiperOrigin-RevId: 862374781
tensorflow/tensorflow,1839a86d1836c9d4d1a85fed3559b7747eac0a1f,ezhulenev,2026-01-28T20:34:00Z,tensorflower-gardener,2026-01-28T20:43:07Z,"PR #36901: [xla:gpu] Add support for NCCL scalable initialization  Imported from GitHub PR https://github.com/openxla/xla/pull/36901  Remove `root_device` from `GpuCliqueKey`: root device is not a property of the gpu clique key, but has meaning only during clique initialization.  1. Change CliqueId "
tensorflow/tensorflow,c346393fde69e01c1fc9e02b313434c59072164a,KanishAnand,2026-01-28T20:19:45Z,tensorflower-gardener,2026-01-28T20:26:08Z,"Implement `IsManual`, `IsUnreduced` for `NamedSharding` plus some refactors.  PiperOrigin-RevId: 862343719"
tensorflow/tensorflow,fd817d5287750f142cde13b46e9159a79b165b02,18praveenb,2026-01-28T19:38:41Z,tensorflower-gardener,2026-01-28T20:07:53Z,Fix change_op_data_type_test build failure  PiperOrigin-RevId: 862326440
tensorflow/tensorflow,1289bb56e78798b8bb9d39e5de6ac10627209dc2,tensorflower-gardener,2026-01-28T19:28:09Z,tensorflower-gardener,2026-01-28T19:55:18Z,Update subgraph's external buffer ID map in all cases  PiperOrigin-RevId: 862321843
tensorflow/tensorflow,2b0346484fc192f6a3662f90be794311137cf13e,apivovarov,2026-01-28T19:20:34Z,tensorflower-gardener,2026-01-28T19:44:56Z,"[XLA:GPU] Introduce MultiGpuBarrierKernel  This PR introduces MultiGpuBarrierKernel, a new kernel designed to perform multi-GPU synchronization using atomic P2P signals. This kernel is a building block for enabling collectives (such as RaggedAllToAll) to run within CUDA Graphs, where traditional eve"
tensorflow/tensorflow,c634ab02a6960f6d8ec5420f3e429ee0d3928763,KanishAnand,2026-01-28T19:20:23Z,tensorflower-gardener,2026-01-28T19:30:01Z,Update `tile_assignment()('index')` use cases to support NamedSharding.  PiperOrigin-RevId: 862318519
tensorflow/tensorflow,4da689a1d9de8b31a51ffc0b57f3b0090129bff7,hhb,2026-01-28T19:11:09Z,tensorflower-gardener,2026-01-28T19:19:15Z,Add GetCoreProgramAbiVersion to TpuExecutable extension  PiperOrigin-RevId: 862314518
tensorflow/tensorflow,31995e3c0fa4f430c4d2b35baab7c64b686e5802,bixia1,2026-01-28T18:55:23Z,tensorflower-gardener,2026-01-28T19:10:54Z,Remove a repeated test.  PiperOrigin-RevId: 862306930
tensorflow/tensorflow,53c0565a430a0f123606fb009533f3c2200d97d9,junwhanahn,2026-01-28T18:54:14Z,tensorflower-gardener,2026-01-28T19:00:01Z,Add more TraceMe to IFRT IR compilation  PiperOrigin-RevId: 862306374
tensorflow/tensorflow,938f12698e98b54482670a9c4634c5404fd59a1d,cota,2026-01-28T17:23:17Z,tensorflower-gardener,2026-01-28T17:47:52Z,And deprecate --xla_cpu_enable_concurrency_optimized_scheduler. Defining an enum for this purpose is superior since it lets us discern whether the user wants either extreme (memory vs. concurrency); the default gives us freedom to balance the two.  PiperOrigin-RevId: 862268552
tensorflow/tensorflow,267ddf6d9add9690c254b96bf259f2de2f399754,sannidhyachauhan,2026-01-28T17:22:30Z,tensorflower-gardener,2026-01-28T17:38:55Z,Add RPC to stop continuous profiling.  PiperOrigin-RevId: 862268209
tensorflow/tensorflow,fd908987dd4a1e2b3ffb9c9fee8efb7c45072cba,derdrdirk,2026-01-28T17:19:41Z,tensorflower-gardener,2026-01-28T17:27:39Z,"Add convolution kind (fprop, wgrad, dgrad) to convolution HLO operation. This is in preparation to migrate convolution custom calls to hlo fusions.  PiperOrigin-RevId: 862267035"
tensorflow/tensorflow,f637016ccff1499d11d0082c10ca5fe3b825a8e5,EusebioDM,2026-01-28T15:55:29Z,tensorflower-gardener,2026-01-28T16:13:18Z,Use split proto in PjRt and TFRT GPU clients to support >2GB executables.  This change migrates the PjRt and TFRT GPU clients to use the SplitProto format for serialized executables and options. The new format bypasses the 2GB limit of standard protobuf serialization by using Riegeli and split proto
tensorflow/tensorflow,10ef31553f60f54464b5b3d317cab2331a557068,akuegel,2026-01-28T15:49:35Z,tensorflower-gardener,2026-01-28T15:59:56Z,[XLA:GPU] Allow to autotune fusions containing pad  Also allow pad ops outside of triton nested gemm fusions.  PiperOrigin-RevId: 862234308
tensorflow/tensorflow,f039a8dfb5503647d9cabf4264c10750f9fed717,tensorflower-gardener,2026-01-28T15:28:49Z,tensorflower-gardener,2026-01-28T15:36:03Z,Automated Code Change  PiperOrigin-RevId: 862226739
tensorflow/tensorflow,8d685cdb6f3ad6d594bf3cb277c2d0c8e855f078,tensorflower-gardener,2026-01-28T14:59:20Z,tensorflower-gardener,2026-01-28T15:06:48Z,Automated Code Change  PiperOrigin-RevId: 862217668
tensorflow/tensorflow,2d138a24bfececd1e26d50def24c040e4ae0b0bb,KanishAnand,2026-01-28T14:31:12Z,tensorflower-gardener,2026-01-28T14:39:51Z,Fixes test failure due to checking `TiledDataRank` before checking sharding being tiled  PiperOrigin-RevId: 862207725
tensorflow/tensorflow,769705bd255885398681db171ad9d952a273435c,akuegel,2026-01-28T14:16:29Z,tensorflower-gardener,2026-01-28T14:23:37Z,[XLA:GPU] Avoid using Platform where we only need the platform name.  PiperOrigin-RevId: 862203038
tensorflow/tensorflow,833a6cf59adf5b70246a44a0e0ee7d6a8d5fb8f4,khasanovaa,2026-01-28T13:55:56Z,tensorflower-gardener,2026-01-28T14:06:30Z,Add proto [de]serialization for `ReduceScatterStartThunk`.  PiperOrigin-RevId: 862196317
tensorflow/tensorflow,9e812285eaf0a7b76def203cf45f6ff94d0cf508,tensorflower-gardener,2026-01-28T11:43:43Z,tensorflower-gardener,2026-01-28T11:52:36Z,Reverts 1197b5f229afca0d37ee5f6285fb484057950c16  PiperOrigin-RevId: 862156838
tensorflow/tensorflow,9ac179b33e32fe33582a475dfb7774929e7d4468,WillFroom,2026-01-28T11:12:57Z,tensorflower-gardener,2026-01-28T11:27:52Z,[XLA:CPU/GPU][XTile] Move binary stablehlo -> arith pass to xtile.  PiperOrigin-RevId: 862147644
tensorflow/tensorflow,a41e03a54a77c55405dfe98263b549a65ad6f314,derdrdirk,2026-01-28T10:27:11Z,tensorflower-gardener,2026-01-28T11:15:30Z,[Autotuner] Migrate Triton-Autotuner tests from GemmFusionAutotuner to TritonBackend.  PiperOrigin-RevId: 862131850
tensorflow/tensorflow,1197b5f229afca0d37ee5f6285fb484057950c16,alexander-shaposhnikov,2026-01-28T10:27:02Z,tensorflower-gardener,2026-01-28T10:59:21Z,Enable YNNPACK reductions for fp32.  PiperOrigin-RevId: 862131810
tensorflow/tensorflow,169167dd512e3d284df48ba232585b0522e344fa,sannidhyachauhan,2026-01-28T10:23:23Z,tensorflower-gardener,2026-01-28T10:40:37Z,Add StopContinuousProfiling RPC to ProfilerService.  PiperOrigin-RevId: 862130665
tensorflow/tensorflow,bbbf299c3140537a73def0a497c98dbc8891f873,jeong0982,2026-01-28T10:00:46Z,tensorflower-gardener,2026-01-28T10:33:11Z,"PR #36803: Fix typo in HLO parser: `rls_dilate` -> `rhs_dilate`  Imported from GitHub PR https://github.com/openxla/xla/pull/36803  📝 Summary of Changes Fix typo in `HloParserImpl::ParseWindow`: the string `""rls_dilate""` passed to ParseDxD was incorrect and should be `""rhs_dilate""`.  🎯 Justification"
tensorflow/tensorflow,16bc94ba802b362c9a40f46a8f45bb1b5447d2eb,Moerafaat,2026-01-28T09:57:49Z,tensorflower-gardener,2026-01-28T10:18:14Z,"[XLA:GPU/Triton] Fixing OOB issues that occur due to potentially dropping the mask on the loads. This surfaces with reductions, as an example. The failure manifests with CUDA_ERROR_ILLEGAL_ADDRESS when tested on tensors that are ""large"" enough.  PiperOrigin-RevId: 862121705"
tensorflow/tensorflow,8eec5878f842fabf693eb07cdaa1649fcce3c4d7,tensorflower-gardener,2026-01-28T10:05:11Z,tensorflower-gardener,2026-01-28T10:05:11Z,Merge pull request #108587 from benediktjohannes:patch-3  PiperOrigin-RevId: 862117327
tensorflow/tensorflow,5f83e858c729b469638187143f54d1c11dea155f,tensorflower-gardener,2026-01-28T09:54:13Z,tensorflower-gardener,2026-01-28T09:54:13Z,Merge pull request #108476 from madhavmadupu:fix/extract-patches-xla-error-message  PiperOrigin-RevId: 862113975
tensorflow/tensorflow,0f8b2c62addb270bdcbffec192e7c9612666fafe,tensorflower-gardener,2026-01-28T09:28:56Z,tensorflower-gardener,2026-01-28T09:40:06Z,Automated Code Change  PiperOrigin-RevId: 862112001
tensorflow/tensorflow,7ee3958d7ffbde9e9104e72eeee683a647e18eff,ezhulenev,2026-01-28T09:23:12Z,tensorflower-gardener,2026-01-28T09:31:19Z,"PR #36846: [xla:gpu] Improve XLA + collectives debuggability  Imported from GitHub PR https://github.com/openxla/xla/pull/36846  **NFC:** Improve XLA + collectives debuggability  1. Don't print extremely long list of devices for GPU cliques and instead print first + last devices, it's enough to iden"
tensorflow/tensorflow,5baea41aa158ce6c3396726bd84fda5cd81737a0,alekstheod,2026-01-28T09:02:00Z,tensorflower-gardener,2026-01-28T09:13:18Z,PR #36815: Sync gha docker image with rbe docker image  Imported from GitHub PR https://github.com/openxla/xla/pull/36815  📝 Summary of Changes Use the same docker image for local build/run as well as for rbe executors  🎯 Justification The environment between the main ci worker and rbe executor shal
tensorflow/tensorflow,518f30bcd09ae82312688a608b7bce484e07090c,ermilovmaxim,2026-01-28T08:56:52Z,tensorflower-gardener,2026-01-28T09:03:54Z,Reverts e6e65537c8acbbbc12836b04e46d3c2be85f1411  PiperOrigin-RevId: 862101048
tensorflow/tensorflow,e348d576444ff9469238d703ff7e1169dd1eb790,sannidhyachauhan,2026-01-28T08:42:18Z,tensorflower-gardener,2026-01-28T08:52:20Z,Write the ProfileOptions into XSpace  PiperOrigin-RevId: 862096208
