repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
golang/go,fed3b0a298464457c58d1150bdb3942f22bd6220,jjpinto,2026-01-05T22:59:29Z,cherrymui,2026-01-09T20:40:04Z,cmd/dist: fix goroot typo in panic message  Change-Id: I636a029eedaab0967b774648670710d1303a1f7c GitHub-Last-Rev: 519faedc5b8327696efeeb431ef66e9fd29f0db7 GitHub-Pull-Request: golang/go#77081 Reviewed-on: https://go-review.googlesource.com/c/go/+/734080 Reviewed-by: Ian Lance Taylor <iant@golang.org
golang/go,2bbb2ace346a26e0b1f7e32f1cdc645db8170d1c,jjpinto,2026-01-05T23:08:44Z,cherrymui,2026-01-08T18:42:14Z,runtime/trace: fix documentation comment  Correct documentation comment for mul function  Change-Id: I8b90f02bf0aaba9bb5813833d1b9dd1ebb7d71f4 GitHub-Last-Rev: e91af64af9bad9cd2574dc3dd7ed88123a288be8 GitHub-Pull-Request: golang/go#77082 Reviewed-on: https://go-review.googlesource.com/c/go/+/734100 
golang/go,28147b528312055b535c6a69d0d4492bd502e1b0,matloob,2026-01-05T17:23:14Z,matloob,2026-01-07T20:45:22Z,"cmd/go: guarantee a minimum of min(4,GOMAXPROCS) to compile -c  To allow this, we also increase the size of the pool to allow the minimum number for each action, with an extra 2*GOMAXPROCS number of tokens to boost -c when there are fewer concurrently running actions. That means the pool will now ha"
golang/go,9b2e3b9a02bd8872bdbf5c6086674fa6b4bc8ef9,cherrymui,2026-01-05T17:56:08Z,cherrymui,2026-01-05T20:22:51Z,"simd/archsimd: use V(P)MOVMSK for mask ToBits if possible  VPMOVMSKB, VMOVMSKPS, and VMOVMSKPD moves AVX1/2-style masks to integer registers, similar to VPMOV[BWDQ]2M (which moves to mask registers). The former is available on AVX1/2, the latter requires AVX512. So use the former if it is supported,"
apache/spark,98874f0a376c1a818e9e412762ec70db37c464b1,sarutak,2026-01-05T22:45:55Z,HyukjinKwon,2026-01-05T22:45:55Z,[SPARK-54904][BUILD] Upgrade SBT to `1.12.0`  ### What changes were proposed in this pull request? This PR proposes to upgrade SBT to `1.12.0`.  ### Why are the changes needed? Release Note: https://github.com/sbt/sbt/releases/tag/v1.12.0  ### Does this PR introduce _any_ user-facing change? No.  ##
apache/spark,1d86c4d023ea4d0081d9a540c17db44eb9042d2e,gaogaotiantian,2026-01-05T22:44:47Z,HyukjinKwon,2026-01-05T22:44:47Z,[SPARK-54632][PYTHON][FOLLOWUP] Add ruff to cli help options  ### What changes were proposed in this pull request?  Add `--ruff` to `./dev/lint-python` help messages  ### Why are the changes needed?  Forgot to add it in https://github.com/apache/spark/pull/53378  ### Does this PR introduce _any_ use
apache/spark,8797f6f6b55d19d4e84521c05c5e309a618f32c1,gaogaotiantian,2026-01-05T22:42:06Z,HyukjinKwon,2026-01-05T22:42:06Z,"[MINOR] Fix an invalid escape string  ### What changes were proposed in this pull request?  `""\_""` is replaced with `""\\_""`. The `W605` comment is no longer necessary.  ### Why are the changes needed?  `""\_""` is not a valid python string literal because it's trying to escape `""_""`. The correct way t"
apache/spark,e13fb1184b74e03dd6f6f71068a6d3434a314a54,sryza,2026-01-05T19:38:17Z,gengliangwang,2026-01-05T19:38:17Z,[SPARK-54803] Support BY NAME with INSERT INTO ... REPLACE WHERE  ### What changes were proposed in this pull request?  Adds support for `BY NAME` to `INSERT INTO ... REPLACE WHERE` statements.  ### Why are the changes needed?  Other `INSERT INTO` statements support a `BY NAME` parameter.  ### Does 
apache/spark,c76eeebc4780b3174086bb4998a888e882f0f99b,jaceklaskowski,2026-01-05T16:56:10Z,sryza,2026-01-05T16:56:10Z,[SPARK-54468][SDP] Add missing error classes  ### What changes were proposed in this pull request?  Added two missing error classes  ### Why are the changes needed?  `MATERIALIZED_VIEW_WITH_MULTIPLE_QUERIES` and `PIPELINE_GRAPH_NOT_TOPOLOGICALLY_SORTED` error classes were not defined yet used in SDP
apache/spark,0b5e92b7815db9e5ea3c5faf122fe2ceccfd5246,garlandz-db,2026-01-05T14:16:03Z,hvanhovell,2026-01-05T14:16:03Z,[SPARK-54886] Add base session created in SparkConnectService  ### What changes were proposed in this pull request? This PR makes SparkConnectService rely on its own SparkSession that is private and only intended for copying session configs to create new Sessions  ### Why are the changes needed? The
