repo_full_name,issue_number,title,state,user_login,created_at,updated_at,closed_at,comments,labels,is_pull_request
facebook/react,35566,Remove Gesture warning when cloning the root,closed,sebmarkbage,2026-01-19T22:32:00Z,2026-01-20T00:28:13Z,2026-01-20T00:28:12Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35565,Temporarily Mount useInsertionEffect while a Gesture snapshot is being computed,closed,sebmarkbage,2026-01-19T21:50:18Z,2026-01-20T00:27:59Z,2026-01-20T00:27:59Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35564,Add Clean Up Callbacks to View Transition and Gesture Transition Events,closed,sebmarkbage,2026-01-19T18:39:52Z,2026-01-20T02:13:25Z,2026-01-20T00:27:45Z,2,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35563,chore: code quality improvements and cleanup,closed,Programlog,2026-01-19T18:33:31Z,2026-01-29T00:19:44Z,2026-01-29T00:19:44Z,2,"[""CLA Signed""]",True
facebook/react,35562,[internal] add feature flag to fix event handle API in Activity,open,rickhanlonii,2026-01-19T17:43:30Z,2026-02-05T03:56:17Z,,2,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35561,[Compiler Bug]: Value returned from `useEffectEvent` is mistakenly treated as a dependency,closed,SimpleCreations,2026-01-19T15:49:12Z,2026-01-19T17:08:44Z,2026-01-19T17:08:44Z,1,"[""Type: Bug"", ""Status: Unconfirmed""]",False
facebook/react,35560,fix:  Fix type in SyncUpdateLanes declaration,closed,jiangmingwen,2026-01-19T06:01:52Z,2026-01-19T06:08:30Z,2026-01-19T06:08:30Z,1,"[""CLA Signed""]",True
facebook/react,35559,Properly clean up gesture Animations,closed,sebmarkbage,2026-01-19T04:11:40Z,2026-01-20T00:26:29Z,2026-01-20T00:26:29Z,2,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35558,names.txt file added,closed,sujoydipta,2026-01-19T03:55:53Z,2026-01-19T04:00:23Z,2026-01-19T03:57:53Z,3,[],True
facebook/react,35557,React sujoy,closed,sujoydipta,2026-01-19T03:37:31Z,2026-01-19T03:57:29Z,2026-01-19T03:57:15Z,2,[],True
facebook/react,35556,Support onGestureEnter/Exit/Share/Update events,closed,sebmarkbage,2026-01-19T03:12:45Z,2026-01-20T02:13:22Z,2026-01-20T00:26:09Z,2,"[""CLA Signed"", ""React Core Team""]",True
golang/go,77233,runtime/metrics: fix panic in Read with empty slice,closed,amyssnippet,2026-01-19T19:50:02Z,2026-01-28T17:11:33Z,2026-01-28T17:11:33Z,21,[],True
golang/go,77232,net/http: add ShutdownGracePeriod to Server,open,amyssnippet,2026-01-19T19:20:16Z,2026-01-31T15:09:52Z,,5,[],True
golang/go,77231,runtime/metrics: Read panics when given an empty slice,closed,cespare,2026-01-19T18:39:47Z,2026-01-28T16:45:35Z,2026-01-28T16:45:35Z,5,"[""compiler/runtime"", ""FixPending"", ""BugReport""]",False
golang/go,77230,x/tools/gopls: add a way to export gopls metrics/logs,open,podtserkovskiy,2026-01-19T18:10:21Z,2026-01-22T20:53:18Z,,10,"[""help wanted"", ""FeatureRequest"", ""gopls"", ""Tools""]",False
golang/go,77229,proposal: net/http: add ShutdownGracePeriod to Server,open,rittneje,2026-01-19T13:55:15Z,2026-02-02T20:17:23Z,,3,"[""Proposal""]",False
