repo_full_name,issue_number,title,state,user_login,created_at,updated_at,closed_at,comments,labels,is_pull_request
facebook/react,35726,fix: initialize transition start time with performance.now(),open,subhamkumarr,2026-02-08T21:59:43Z,2026-02-10T11:52:37Z,,2,"[""CLA Signed""]",True
facebook/react,35725,Bug: Initialize transition start time in startTransition and startGestureTransition,open,subhamkumarr,2026-02-08T21:46:53Z,2026-02-08T21:46:53Z,,0,"[""Status: Unconfirmed""]",False
facebook/react,35724,[Flight] Fix debug channel flag in Node.js server renderToPipeableStream,closed,feedthejim,2026-02-08T18:26:56Z,2026-02-08T19:14:16Z,2026-02-08T19:14:15Z,1,"[""CLA Signed""]",True
facebook/react,35723,[DevTools] Fix false-positive re-render reports for filtered nodes,closed,hoxyq,2026-02-08T15:44:08Z,2026-02-09T23:19:32Z,2026-02-09T20:39:34Z,0,"[""CLA Signed""]",True
facebook/react,35722,[eslint-plugin-react-hooks] sync plugin version with package.json,open,rhehfl,2026-02-08T12:13:39Z,2026-02-08T12:35:29Z,,0,"[""Status: Unconfirmed""]",False
facebook/react,35721,[DevTools Bug]: string listing,closed,mp4245,2026-02-08T10:06:20Z,2026-02-08T12:20:47Z,2026-02-08T12:20:47Z,0,"[""Type: Bug"", ""Status: Unconfirmed"", ""Component: Developer Tools""]",False
facebook/react,35720,[eslint-plugin-react-hooks] Add ESLint v10 support,open,azat-io,2026-02-08T06:40:52Z,2026-02-08T06:48:57Z,,1,"[""CLA Signed""]",True
facebook/react,35719,fix: detect autofilled values on focus for controlled inputs,open,DukeDeSouth,2026-02-08T01:01:14Z,2026-02-08T17:04:04Z,,3,"[""CLA Signed""]",True
tensorflow/tensorflow,109990,Automated Code Change,open,copybara-service[bot],2026-02-08T21:46:56Z,2026-02-09T01:47:49Z,,0,[],True
tensorflow/tensorflow,109989,Automated Code Change,open,copybara-service[bot],2026-02-08T18:55:52Z,2026-02-08T18:55:52Z,,0,[],True
tensorflow/tensorflow,109988,Automated Code Change,open,copybara-service[bot],2026-02-08T18:51:43Z,2026-02-08T18:51:43Z,,0,[],True
tensorflow/tensorflow,109987,Automated Code Change,open,copybara-service[bot],2026-02-08T18:51:42Z,2026-02-08T18:51:42Z,,0,[],True
tensorflow/tensorflow,109986,Automated Code Change,open,copybara-service[bot],2026-02-08T18:51:20Z,2026-02-08T18:51:20Z,,0,[],True
tensorflow/tensorflow,109985,Automated Code Change,open,copybara-service[bot],2026-02-08T18:51:13Z,2026-02-08T18:51:13Z,,0,[],True
tensorflow/tensorflow,109984,Automated Code Change,open,copybara-service[bot],2026-02-08T18:51:02Z,2026-02-08T18:51:02Z,,0,[],True
tensorflow/tensorflow,109983,Automated Code Change,open,copybara-service[bot],2026-02-08T18:50:43Z,2026-02-08T18:50:43Z,,0,[],True
tensorflow/tensorflow,109982,Automated Code Change,closed,copybara-service[bot],2026-02-08T18:50:34Z,2026-02-08T20:25:48Z,2026-02-08T20:25:47Z,0,[],True
tensorflow/tensorflow,109981,Automated Code Change,open,copybara-service[bot],2026-02-08T18:37:02Z,2026-02-08T18:37:02Z,,0,[],True
tensorflow/tensorflow,109980,Automated Code Change,open,copybara-service[bot],2026-02-08T18:34:01Z,2026-02-08T18:34:01Z,,0,[],True
tensorflow/tensorflow,109979,Fix broken test from run_id reuse across different executables.,closed,copybara-service[bot],2026-02-08T17:49:47Z,2026-02-08T21:46:23Z,2026-02-08T21:46:22Z,0,[],True
tensorflow/tensorflow,109978,Automated Code Change,open,copybara-service[bot],2026-02-08T16:47:37Z,2026-02-10T01:13:31Z,,0,[],True
tensorflow/tensorflow,109977,Automated Code Change,open,copybara-service[bot],2026-02-08T16:08:32Z,2026-02-08T16:08:32Z,,0,[],True
tensorflow/tensorflow,109976,Automated Code Change,open,copybara-service[bot],2026-02-08T16:04:19Z,2026-02-08T16:04:19Z,,0,[],True
tensorflow/tensorflow,109975,Automated Code Change,open,copybara-service[bot],2026-02-08T15:26:18Z,2026-02-08T15:26:18Z,,0,[],True
tensorflow/tensorflow,109974,Add type annotations and comprehensive docstrings to tensorflow/python/types/core.py,open,aryannzzz,2026-02-08T12:58:58Z,2026-02-09T07:48:29Z,,0,"[""awaiting review"", ""size:M"", ""python""]",True
