repo_full_name,issue_number,title,state,user_login,created_at,updated_at,closed_at,comments,labels,is_pull_request
facebook/react,35637,Notify FragmentInstance of added/removed text,closed,jackpope,2026-01-26T21:59:05Z,2026-02-11T14:26:23Z,2026-02-11T14:26:23Z,1,"[""CLA Signed""]",True
facebook/react,35636,Update CSS shorthand property list,open,kidonng,2026-01-26T20:51:35Z,2026-02-03T23:23:07Z,,0,"[""CLA Signed""]",True
facebook/react,35635,Bug: React DOM canary has an incorrect dependency on Scheduler,open,snowystinger,2026-01-26T20:30:35Z,2026-01-26T21:42:57Z,,2,"[""Status: Unconfirmed""]",False
facebook/react,35634,[Flight] Fix markup types for server references,closed,eps1lon,2026-01-26T20:03:29Z,2026-01-26T20:13:20Z,2026-01-26T20:13:17Z,1,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35633,[Compiler Bug]: some spaghetti code gives me Todo: PruneHoistedContexts,closed,MonstraG,2026-01-26T19:19:55Z,2026-01-26T21:36:31Z,2026-01-26T21:36:30Z,2,"[""Type: Bug"", ""Status: Unconfirmed""]",False
facebook/react,35632,"[Flight] Add more DoS mitigations to Flight Reply, and harden Flight",closed,unstubbable,2026-01-26T19:09:54Z,2026-02-10T19:04:42Z,2026-01-26T19:24:58Z,3,"[""CLA Signed"", ""React Core Team""]",True
facebook/react,35631,Add additional fixtures for FragmentInstance text node support,closed,jackpope,2026-01-26T17:19:12Z,2026-01-28T19:55:10Z,2026-01-28T19:55:07Z,1,"[""CLA Signed""]",True
facebook/react,35630,Add text node support to FragmentInstance operations,closed,jackpope,2026-01-26T16:55:43Z,2026-01-28T19:45:22Z,2026-01-28T19:45:18Z,1,"[""CLA Signed""]",True
facebook/react,35629,[flags] make enableComponentPerformanceTrack static everywhere,closed,hoxyq,2026-01-26T16:39:54Z,2026-01-26T18:39:04Z,2026-01-26T18:38:57Z,1,"[""CLA Signed""]",True
facebook/react,35628,[Fizz] Fix Suspense SSR content hidden for no-JS users (#35460),open,maxathy,2026-01-26T16:15:42Z,2026-01-26T18:19:31Z,,2,"[""CLA Signed""]",True
facebook/react,35627,Fix typos in tests and comments,open,o-m12a,2026-01-26T13:46:22Z,2026-01-31T02:51:25Z,,0,"[""CLA Signed""]",True
facebook/react,35626,"Bug: ERROR: [facebook] 1831647914181952: Cannot parse data; please report this issue on  https://github.com/yt-dlp/yt-dlp/issues?q= , filling out the appropriate issue template. Confirm you are on the latest version using  yt-dlp -U",closed,TREX7976,2026-01-26T11:45:47Z,2026-01-26T12:27:20Z,2026-01-26T12:27:20Z,1,"[""Status: Unconfirmed""]",False
facebook/react,35625,Bug: [React Compiler] False positive 'Cannot access refs during render' when accessing props.ref,closed,SHIVIKA330,2026-01-26T05:38:46Z,2026-01-26T17:33:42Z,2026-01-26T17:33:41Z,1,"[""Status: Unconfirmed""]",False
facebook/react,35624,Fix(Compiler): prevent PropertyLoad from aliasing parent object as ref,closed,SHIVIKA330,2026-01-26T03:54:04Z,2026-01-26T05:02:48Z,2026-01-26T05:02:48Z,1,"[""CLA Signed""]",True
golang/go,77321,go/types: alias TypeName has nil typ,open,adonovan,2026-01-26T21:44:19Z,2026-01-27T16:29:51Z,,3,"[""NeedsInvestigation"", ""gopls"", ""Tools"", ""gopls/telemetry-wins"", ""BugReport""]",False
golang/go,77320,proposal: testing/synctest: add Subtest function,open,neild,2026-01-26T20:44:21Z,2026-01-26T21:22:06Z,,1,"[""Proposal"", ""LibraryProposal""]",False
golang/go,77319,proposal: testing: test -count <n> -json output should include count in json output,open,croepha,2026-01-26T20:00:52Z,2026-02-07T13:34:44Z,,2,"[""Proposal"", ""GoCommand"", ""ToolProposal""]",False
golang/go,77318,x/tools/gopls: modernize plusbuild removes lines needed for Go < 1.17,closed,scop,2026-01-26T19:07:08Z,2026-01-28T15:20:41Z,2026-01-28T15:20:40Z,3,"[""NeedsInvestigation"", ""gopls"", ""Tools"", ""BugReport""]",False
golang/go,77317,runtime: garbage collector panic,open,pgimalac,2026-01-26T18:30:06Z,2026-02-04T21:08:32Z,,15,"[""NeedsInvestigation"", ""compiler/runtime"", ""BugReport""]",False
golang/go,77314,path/filepath: documentation for Dir (and Clean) is misleading regarding Linux and Windows behavior,open,kitswas,2026-01-26T15:58:35Z,2026-02-03T13:45:10Z,,3,"[""Documentation"", ""NeedsInvestigation""]",False
golang/go,77313,fmt: fmt.Print runtime stack overflow on printing a circular structure,closed,fredbi,2026-01-26T15:34:11Z,2026-01-26T23:30:38Z,2026-01-26T16:17:48Z,3,"[""BugReport""]",False
golang/go,77312,catchup,closed,AlekseiMalkov,2026-01-26T00:51:17Z,2026-01-26T00:54:12Z,2026-01-26T00:54:12Z,1,[],True
apache/spark,53991,[SPARK-55223][DOCS] Document sinks in declarative pipelines programming guide,closed,sryza,2026-01-26T23:35:11Z,2026-01-27T16:27:17Z,2026-01-27T16:27:17Z,1,"[""DOCS""]",True
apache/spark,53990,Upgrade Spark 4.0,open,li-isabella,2026-01-26T23:08:05Z,2026-01-27T02:11:26Z,,1,"[""KUBERNETES"", ""BUILD"", ""CORE"", ""PYTHON""]",True
apache/spark,53989,[WIP][SPARK-55221][PYTHON] Add `to_arrow` transformer and remove `_create_struct_array`,closed,Yicong-Huang,2026-01-26T22:38:45Z,2026-02-04T00:58:24Z,2026-02-04T00:58:24Z,3,"[""SQL"", ""CORE"", ""PYTHON""]",True
