full_name,name,owner_login,description,language,created_at,updated_at,pushed_at,stargazers_count,watchers_count,forks_count,open_issues_count,size,default_branch,has_wiki,has_pages,archived,disabled,license_name,topics,network_count,subscribers_count,snapshot_date
facebook/react,react,facebook,The library for web and native user interfaces.,JavaScript,2013-05-24T16:15:54Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,240404,242908,50469,1096,919445,main,False,True,False,False,MIT,"[""declarative"", ""frontend"", ""javascript"", ""library"", ""react"", ""ui""]",50521,6679,2026-01-30
tensorflow/tensorflow,tensorflow,tensorflow,An Open Source Machine Learning Framework for Everyone,C++,2015-11-07T01:19:20Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,191785,193533,75013,3376,1259107,master,False,False,False,False,Apache-2.0,"[""deep-learning"", ""deep-neural-networks"", ""distributed"", ""machine-learning"", ""ml"", ""neural-network"", ""python"", ""tensorflow""]",75115,7409,2026-01-30
microsoft/vscode,vscode,microsoft,Visual Studio Code,TypeScript,2015-09-03T20:23:38Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,177958,181494,37868,13491,1126557,main,True,False,False,False,MIT,"[""editor"", ""electron"", ""microsoft"", ""typescript"", ""visual-studio-code""]",37818,3403,2026-01-30
torvalds/linux,linux,torvalds,Linux kernel source tree,C,2011-09-04T22:48:12Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,215669,216918,60342,6,5965046,master,False,False,False,False,NOASSERTION,[],60362,8011,2026-01-30
golang/go,go,golang,The Go programming language,Go,2014-08-19T04:33:40Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,130385,132336,18745,9595,425542,master,True,False,False,False,BSD-3-Clause,"[""go"", ""golang"", ""language"", ""programming-language""]",18800,3337,2026-01-30
apache/spark,spark,apache,Apache Spark - A unified analytics engine for large-scale data processing,Scala,2014-02-25T08:00:08Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,42585,42745,29012,222,536690,master,False,True,False,False,Apache-2.0,"[""big-data"", ""java"", ""jdbc"", ""python"", ""r"", ""scala"", ""spark"", ""sql""]",29059,2008,2026-01-30
langchain-ai/langchain,langchain,langchain-ai,🦜🔗 The platform for reliable agents.,Python,2022-10-17T02:58:36Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,124880,126427,20750,393,514963,master,False,False,False,False,MIT,"[""agents"", ""ai"", ""ai-agents"", ""anthropic"", ""chatgpt"", ""deepagents"", ""enterprise"", ""framework"", ""gemini"", ""generative-ai"", ""langchain"", ""langgraph"", ""llm"", ""multiagent"", ""open-source"", ""openai"", ""pydantic"", ""python"", ""rag""]",20774,811,2026-01-30
pallets/flask,flask,pallets,The Python micro framework for building web applications.,Python,2010-04-06T11:11:59Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,69838,71116,16675,5,11559,main,False,False,False,False,BSD-3-Clause,"[""flask"", ""jinja"", ""pallets"", ""python"", ""web-framework"", ""werkzeug"", ""wsgi""]",16687,2091,2026-01-30
docker/compose,compose,docker,Define and run multi-container applications with Docker,Go,2013-12-09T11:40:58Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,36276,36949,5694,30,27615,main,False,False,False,False,Apache-2.0,"[""docker"", ""docker-compose"", ""go"", ""golang"", ""orchestration""]",5708,697,2026-01-30
duckdb/duckdb,duckdb,duckdb,DuckDB is an analytical in-process SQL database management system,C++,2018-06-26T15:04:45Z,2026-01-30T12:00:00Z,2026-01-30T10:00:00Z,35431,35988,2918,591,410689,main,False,False,False,False,MIT,"[""analytics"", ""database"", ""embedded-database"", ""olap"", ""sql""]",2920,241,2026-01-30
